Time, Type, Target, EmailID, Extra
00:00.5,mousemove,where to read the email,?,821:469
00:00.5,mousemove,other,?,330:117
00:08.2,mousemove,other,?,642:186
00:08.4,mousemove,where to choose emails,?,622:186
00:08.7,click,Mark Egi Bandolin,P1,?
00:09.5,mousemove,other,?,643:261
00:09.9,mousemove,where to read the email,?,662:261
00:10.5,mousemove,other,?,649:142
00:11.5,click,Report Phish button,?,
00:12.2,click,Scans,P2,?
00:12.9,mousemove,where to choose emails,?,541:143
00:14.5,mousemove,other,?,637:223
00:14.9,mousemove,where to read the email,?,661:226
00:23.5,mousemove,other,?,752:90
00:24.6,click,Report Phish button,?,
00:25.3,mousemove,where to choose emails,?,521:136
00:25.9,click,Google,L1,?
00:26.0,mousemove,where to read the email,?,660:189
00:26.9,mousemove,other,?,646:187
00:34.5,mousemove,other,?,646:282
00:34.8,mousemove,where to choose emails,?,635:284
00:35.6,click,Melita Ltd,P3,?
00:37.0,mousemove,other,?,640:219
00:37.7,mousemove,where to read the email,?,657:202
00:48.5,mousemove,other,?,651:330
00:48.9,mousemove,where to choose emails,?,631:334
00:50.0,click,Microsoft OneDrive,L2,?
00:50.3,mousemove,other,?,639:322
00:50.7,mousemove,where to read the email,?,664:314
00:58.2,mousemove,where to choose emails,?,633:385
00:58.5,mousemove,other,?,650:373
00:59.7,click,Apple,P4,?
01:01.4,mousemove,other,?,638:300
01:01.5,mousemove,where to read the email,?,656:296
01:05.3,mousemove,other,?,680:89
01:05.8,click,Report Phish button,?,
01:06.3,mousemove,other,?,647:138
01:06.7,mousemove,where to read the email,?,668:94
01:06.8,mousemove,where to choose emails,?,624:184
01:06.8,click,Microsoft OneDrive,L2,?
01:08.8,click,Melita Ltd,P3,?
01:11.5,click,Dropbox,L3,?
01:14.4,mousemove,other,?,638:280
01:14.9,mousemove,where to read the email,?,655:266
01:20.3,mousemove,other,?,648:374
01:20.9,mousemove,where to choose emails,?,634:367
01:21.9,click,Melita,L4,?
01:22.1,mousemove,other,?,638:284
01:22.6,mousemove,where to read the email,?,659:287
01:28.5,mousemove,other,?,651:333
01:29.0,mousemove,where to choose emails,?,632:344
01:30.4,click,JIDESH GOVINDANKUTTY NAIR,P5,?
01:42.1,click,Report Phish button,?,
01:46.7,click,Revolut,L5,?
01:47.7,mousemove,other,?,640:341
01:48.0,mousemove,where to read the email,?,658:341
01:56.2,mousemove,where to choose emails,?,624:487
01:56.5,click,Commissioner for Revenue,P6,?
01:56.6,mousemove,other,?,653:487
01:57.2,mousemove,where to read the email,?,668:349
01:57.6,mousemove,other,?,638:355
02:06.3,mousemove,where to choose emails,?,628:460
02:07.0,mousemove,other,?,652:465
02:08.7,click,PayPal,L6,?
02:08.8,mousemove,other,?,641:382
02:09.0,mousemove,where to read the email,?,660:377
02:15.1,mousemove,other,?,654:370
02:16.0,mousemove,where to choose emails,?,633:366
02:17.2,click,Karen Abela,P7,?
02:18.1,mousemove,other,?,636:258
02:18.8,mousemove,where to read the email,?,657:249
02:23.8,mousemove,other,?,643:391
02:24.0,mousemove,where to choose emails,?,631:391
02:24.9,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
02:27.6,mousemove,other,?,647:304
02:27.8,mousemove,where to read the email,?,660:304
02:34.1,mousemove,where to choose emails,?,625:418
02:35.0,mousemove,other,?,640:422
02:35.3,click,Netflix,P8,?
02:36.3,mousemove,where to read the email,?,657:357
02:37.0,mousemove,other,?,638:365
02:38.1,mousemove,where to choose emails,?,628:149
02:38.8,mousemove,other,?,648:161
02:39.7,click,Report Phish button,?,
02:40.5,click,Facebook,P9,?
02:45.6,mousemove,where to read the email,?,664:189
02:45.6,mousemove,other,?,636:170
