Time, Type, Target, EmailID, Extra
00:01.1,mousemove,sidebar,?,277:93
00:01.2,mousemove,where to choose emails,?,348:146
00:01.8,mousemove,other,?,642:347
00:01.9,mousemove,other,?,167:17:00
00:01.9,mousemove,where to read the email,?,676:365
00:08.1,mousemove,where to choose emails,?,581:269
00:08.9,mousemove,other,?,647:292
00:09.1,click,Mark Egi Bandolin,P1,?
00:10.2,mousemove,where to read the email,?,656:291
00:10.2,mousemove,other,?,637:252
00:14.6,mousemove,where to choose emails,?,618:359
00:16.2,click,Scans,P2,?
00:16.7,click,Mark Egi Bandolin,P1,?
00:21.5,click,Scans,P2,?
00:23.1,mousemove,other,?,636:265
00:23.4,mousemove,where to read the email,?,665:261
00:25.5,mousemove,other,?,631:111
00:25.8,click,Report Phish button,?,
00:26.2,mousemove,where to read the email,?,684:94
00:26.6,mousemove,other,?,648:207
00:26.7,mousemove,where to choose emails,?,608:213
00:27.5,click,Google,L1,?
00:27.5,click,Melita Ltd,P3,?
00:29.5,mousemove,where to choose emails,?,628:327
00:29.7,mousemove,other,?,646:313
00:30.0,mousemove,other,?,640:327
00:30.2,mousemove,where to read the email,?,718:327
00:35.2,click,Melita Ltd,P3,?
00:35.7,mousemove,other,?,641:310
00:35.9,mousemove,where to choose emails,?,600:281
00:35.9,mousemove,where to read the email,?,724:293
00:40.0,mousemove,other,?,636:320
00:40.1,click,Google,L1,?
00:40.2,mousemove,where to choose emails,?,596:312
00:41.0,mousemove,where to read the email,?,711:314
00:41.9,mousemove,other,?,639:285
00:49.0,mousemove,other,?,960:90
00:49.4,mousemove,where to read the email,?,862:98
00:50.4,mousemove,other,?,700:90
00:51.1,mousemove,where to choose emails,?,616:182
00:51.5,mousemove,where to read the email,?,659:100
00:51.8,mousemove,other,?,650:165
00:52.0,click,Report Phish button,?,
00:52.3,click,Melita Ltd,P3,?
00:52.7,click,Mark Egi Bandolin,P1,?
00:53.5,mousemove,where to read the email,?,660:264
01:05.0,mousemove,where to choose emails,?,564:141
01:05.5,mousemove,where to read the email,?,669:231
01:05.8,mousemove,other,?,449:00:00
01:06.5,mousemove,where to choose emails,?,631:300
01:08.1,click,Melita Ltd,P3,?
01:09.0,mousemove,where to read the email,?,668:309
01:14.5,mousemove,other,?,628:126
01:15.9,click,Report Phish button,?,
01:16.2,mousemove,where to choose emails,?,550:141
01:17.2,mousemove,other,?,637:246
01:17.3,click,Microsoft OneDrive,L2,?
01:17.7,mousemove,where to read the email,?,668:251
01:34.0,mousemove,where to choose emails,?,376:141
01:34.4,mousemove,other,?,279:02:00
01:36.9,mousemove,other,?,388:122
01:38.5,click,Mark Egi Bandolin,P1,?
01:38.7,mousemove,where to choose emails,?,387:137
01:39.8,mousemove,other,?,652:320
01:40.0,mousemove,where to read the email,?,676:330
01:52.3,mousemove,other,?,486:04:00
01:52.5,mousemove,where to choose emails,?,452:146
01:53.7,mousemove,other,?,647:224
01:53.8,mousemove,where to read the email,?,656:225
01:55.5,mousemove,other,?,593:121
01:55.5,mousemove,where to choose emails,?,630:193
01:55.5,mousemove,other,?,642:178
01:55.8,mousemove,where to choose emails,?,587:137
01:56.0,mousemove,other,?,691:84
01:56.1,mousemove,other,?,642:168
01:56.4,mousemove,where to read the email,?,687:188
01:57.0,click,Report Phish button,?,
01:57.0,click,Microsoft OneDrive,L2,?
01:57.1,mousemove,where to choose emails,?,547:138
01:58.3,click,Apple,P4,?
01:58.6,mousemove,where to read the email,?,659:290
02:03.3,mousemove,where to choose emails,?,528:141
02:03.5,mousemove,other,?,643:202
02:03.9,mousemove,where to choose emails,?,626:197
02:04.0,mousemove,other,?,340:01:00
02:04.4,mousemove,other,?,647:202
02:04.5,mousemove,where to read the email,?,660:206
02:06.6,mousemove,other,?,638:136
02:10.5,mousemove,where to choose emails,?,600:146
02:10.8,mousemove,where to read the email,?,687:216
02:11.2,mousemove,other,?,639:337
02:11.5,mousemove,where to choose emails,?,615:337
02:11.5,mousemove,where to choose emails,?,632:297
02:11.6,mousemove,other,?,636:322
02:12.4,mousemove,other,?,585:132
02:13.3,click,Dropbox,L3,?
02:13.4,click,Report Phish button,?,
02:13.9,mousemove,where to choose emails,?,539:145
02:14.2,mousemove,other,?,641:291
02:14.5,mousemove,where to read the email,?,680:299
02:27.3,mousemove,where to choose emails,?,352:187
02:27.4,mousemove,other,?,240:08:00
02:28.7,click,Microsoft OneDrive,L2,?
02:29.8,click,Melita,L4,?
02:30.1,mousemove,other,?,641:344
02:30.4,mousemove,where to read the email,?,664:339
02:48.3,mousemove,where to choose emails,?,620:445
02:49.2,click,JIDESH GOVINDANKUTTY NAIR,P5,?
02:49.3,mousemove,other,?,640:407
