Time, Type, Target, EmailID, Extra
01:11.1,mousemove,where to read the email,?,880:867
01:12.1,mousemove,where to choose emails,?,638:201
01:12.6,mousemove,other,?,654:196
01:13.1,mousemove,sidebar,?,259:114
01:13.7,mousemove,other,?,293:132
01:14.4,mousemove,where to choose emails,?,308:205
01:17.0,click,Mark Egi Bandolin,P1,?
01:18.4,mousemove,where to read the email,?,665:238
01:22.1,mousemove,where to choose emails,?,583:193
01:22.6,mousemove,where to read the email,?,655:171
01:30.8,mousemove,other,?,664:86
01:31.4,click,Report Phish button,?,
01:32.2,mousemove,other,?,654:146
01:32.3,mousemove,where to read the email,?,699:91
01:32.3,mousemove,where to choose emails,?,646:150
01:33.1,mousemove,where to read the email,?,682:308
01:33.5,click,Scans,P2,?
01:42.9,mousemove,other,?,703:88
01:48.1,mousemove,other,?,652:107
01:48.5,click,Report Phish button,?,
01:48.8,mousemove,where to choose emails,?,609:140
01:49.0,mousemove,where to read the email,?,665:98
01:49.9,click,Google,L1,?
01:49.9,mousemove,where to read the email,?,657:203
01:59.5,mousemove,other,?,1807:88
02:05.4,mousemove,where to read the email,?,1471:130
02:22.1,mousemove,where to read the email,?,811:164
02:22.3,mousemove,other,?,1517:286
02:22.7,mousemove,other,?,539:06:00
02:24.2,mousemove,where to read the email,?,1809:109
02:24.4,mousemove,where to choose emails,?,619:172
02:25.1,mousemove,where to read the email,?,673:267
02:26.1,mousemove,where to choose emails,?,282:216
02:26.3,mousemove,sidebar,?,195:274
02:26.7,mousemove,where to choose emails,?,627:340
02:27.7,click,Melita Ltd,P3,?
02:27.8,mousemove,other,?,653:336
02:27.9,mousemove,where to read the email,?,657:336
02:35.7,mousemove,other,?,744:90
02:36.8,mousemove,other,?,646:93
02:36.9,mousemove,where to read the email,?,700:92
02:39.6,mousemove,where to read the email,?,660:93
02:39.6,mousemove,where to choose emails,?,642:139
02:39.9,click,Report Phish button,?,
02:39.9,mousemove,other,?,651:113
02:40.7,click,Microsoft OneDrive,L2,?
