Time, Type, Target, EmailID, Extra
01:17.2,mousemove,where to read the email,?,885:874
01:17.6,mousemove,other,?,681:52:00
01:18.3,click,Mark Egi Bandolin,P1,?
01:18.7,mousemove,where to choose emails,?,461:141
01:19.5,mousemove,other,?,651:130
01:19.7,mousemove,where to read the email,?,693:114
01:22.9,mousemove,where to choose emails,?,618:219
01:27.8,mousemove,where to read the email,?,669:331
01:30.9,mousemove,other,?,625:115
01:41.2,click,Report Phish button,?,
01:42.4,click,Scans,P2,?
01:42.7,mousemove,where to choose emails,?,582:138
01:44.0,mousemove,where to choose emails,?,621:140
01:44.2,mousemove,where to read the email,?,661:160
01:44.7,mousemove,other,?,504:134
01:46.1,mousemove,other,?,722:85
02:04.0,click,Report Phish button,?,
02:04.9,mousemove,where to choose emails,?,503:145
02:05.4,mousemove,where to read the email,?,697:187
02:05.6,click,Google,L1,?
02:27.4,mousemove,where to choose emails,?,645:249
02:27.7,click,Melita Ltd,P3,?
02:28.4,mousemove,where to read the email,?,675:248
02:45.7,mousemove,other,?,860:89
02:49.8,click,Report Phish button,?,
02:50.0,mousemove,where to choose emails,?,544:150
02:51.3,click,Microsoft OneDrive,L2,?
02:51.7,mousemove,where to read the email,?,699:265
02:54.4,mousemove,other,?,928:82
02:54.7,mousemove,where to read the email,?,903:94
03:20.1,mousemove,where to choose emails,?,294:318
03:20.7,mousemove,where to choose emails,?,581:353
03:20.8,mousemove,other,?,279:314
03:20.9,mousemove,sidebar,?,260:316
03:21.7,mousemove,where to read the email,?,715:352
03:21.7,click,Apple,P4,?
03:25.2,mousemove,other,?,695:69
03:31.2,click,Report Phish button,?,
03:31.2,mousemove,where to read the email,?,683:91
03:31.9,mousemove,where to choose emails,?,645:283
03:35.0,click,Dropbox,L3,?
03:35.5,mousemove,where to read the email,?,744:302
03:44.3,mousemove,other,?,682:87
03:44.4,mousemove,other,?,505:33:00
03:44.7,mousemove,where to choose emails,?,650:65
03:45.3,mousemove,where to choose emails,?,384:35:00
03:47.8,click,Delete button,?,
03:49.0,click,Melita,L4,?
03:49.5,mousemove,where to read the email,?,677:307
04:11.0,mousemove,where to choose emails,?,552:256
04:11.6,mousemove,other,?,279:260
04:11.7,mousemove,sidebar,?,258:256
04:11.7,mousemove,where to choose emails,?,298:262
04:11.9,mousemove,other,?,654:256
04:19.3,click,JIDESH GOVINDANKUTTY NAIR,P5,?
04:20.2,mousemove,where to read the email,?,656:339
04:20.7,mousemove,where to read the email,?,660:319
04:20.7,mousemove,where to choose emails,?,652:324
04:23.7,mousemove,other,?,707:90
04:25.2,mousemove,where to choose emails,?,600:141
04:25.6,click,Report Phish button,?,
04:26.1,click,Revolut,L5,?
04:27.5,mousemove,where to read the email,?,694:417
04:28.3,mousemove,other,?,654:201
04:28.4,mousemove,other,?,496:132
04:28.4,mousemove,where to choose emails,?,632:195
04:30.1,mousemove,where to choose emails,?,545:147
04:30.3,click,Delete button,?,
04:31.1,click,Commissioner for Revenue,P6,?
04:35.2,mousemove,where to read the email,?,657:417
04:36.5,mousemove,other,?,659:89
04:39.7,click,Delete button,?,
04:40.9,mousemove,where to choose emails,?,532:191
04:41.0,click,PayPal,L6,?
04:41.7,mousemove,where to read the email,?,681:361
05:11.0,mousemove,other,?,564:133
05:11.1,mousemove,where to choose emails,?,620:154
05:11.9,mousemove,other,?,653:154
05:12.1,click,Delete button,?,
05:12.3,mousemove,where to choose emails,?,501:146
05:12.5,click,Karen Abela,P7,?
05:13.0,mousemove,other,?,680:78
05:13.7,mousemove,where to read the email,?,667:116
05:15.2,mousemove,where to read the email,?,677:101
05:15.6,mousemove,where to choose emails,?,643:193
05:15.9,click,Report Phish button,?,
05:16.0,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
05:16.5,mousemove,where to read the email,?,679:330
05:31.1,mousemove,other,?,598:133
05:31.7,mousemove,where to choose emails,?,613:144
05:32.5,mousemove,where to choose emails,?,539:154
05:32.6,click,Delete button,?,
05:33.5,click,Netflix,P8,?
05:33.7,mousemove,where to read the email,?,697:311
05:35.0,mousemove,other,?,706:90
05:36.2,mousemove,where to choose emails,?,593:151
05:36.7,click,Report Phish button,?,
05:37.3,mousemove,where to read the email,?,670:385
05:37.7,click,Facebook,P9,?
05:40.0,mousemove,other,?,698:78
