Time, Type, Target, EmailID, Extra
00:02.0,mousemove,where to choose emails,?,410:141
00:02.6,mousemove,other,?,317:01:00
00:03.4,mousemove,sidebar,?,254:198
00:03.6,mousemove,where to choose emails,?,285:206
00:38.9,mousemove,where to read the email,?,888:873
00:40.6,mousemove,other,?,755:87
00:40.9,mousemove,where to choose emails,?,342:137
00:41.4,click,Mark Egi Bandolin,P1,?
00:48.1,click,Scans,P2,?
00:50.6,click,Mark Egi Bandolin,P1,?
00:56.9,mousemove,where to read the email,?,728:248
00:57.4,mousemove,where to read the email,?,661:182
00:57.8,mousemove,other,?,654:219
00:57.9,mousemove,where to choose emails,?,651:219
01:02.9,mousemove,where to choose emails,?,652:244
01:03.2,mousemove,other,?,535:133
01:08.0,mousemove,where to choose emails,?,544:139
01:08.1,click,Report Phish button,?,
01:09.0,click,Scans,P2,?
01:11.2,mousemove,where to read the email,?,660:188
01:14.0,mousemove,other,?,620:82
01:17.1,click,Report Phish button,?,
01:17.4,mousemove,where to choose emails,?,610:137
01:18.8,click,Google,L1,?
01:19.1,mousemove,where to read the email,?,658:239
01:19.9,mousemove,other,?,653:239
01:20.1,mousemove,other,?,642:127
01:20.8,mousemove,other,?,654:145
01:20.9,mousemove,where to choose emails,?,650:140
01:22.2,click,Delete button,?,
01:22.2,mousemove,where to choose emails,?,497:140
01:24.0,click,Melita Ltd,P3,?
01:25.4,mousemove,sidebar,?,265:167
01:27.6,mousemove,other,?,280:148
01:27.8,mousemove,where to choose emails,?,285:148
01:28.3,click,Melita Ltd,P3,?
01:29.1,mousemove,where to read the email,?,666:271
01:30.5,mousemove,other,?,654:272
01:30.6,mousemove,where to choose emails,?,651:272
01:37.4,mousemove,other,?,572:136
01:39.4,mousemove,where to choose emails,?,582:138
01:41.0,mousemove,other,?,644:136
01:41.4,mousemove,where to read the email,?,669:135
01:42.2,mousemove,other,?,645:98
01:44.4,mousemove,where to choose emails,?,507:137
01:44.6,click,Report Phish button,?,
01:45.8,click,Microsoft OneDrive,L2,?
01:47.2,mousemove,where to read the email,?,656:217
01:52.9,mousemove,other,?,652:107
01:58.4,click,Delete button,?,
01:58.8,click,Apple,P4,?
01:58.9,mousemove,where to choose emails,?,492:141
02:00.2,mousemove,other,?,487:130
02:02.0,click,Delete button,?,
02:02.6,mousemove,where to choose emails,?,474:139
02:03.2,mousemove,where to read the email,?,672:168
02:03.9,click,Dropbox,L3,?
02:04.9,mousemove,where to choose emails,?,645:153
02:05.3,click,Delete button,?,
02:05.4,mousemove,other,?,593:123
02:06.4,mousemove,where to choose emails,?,476:137
02:06.6,click,Melita,L4,?
02:08.7,mousemove,where to read the email,?,669:191
02:20.2,mousemove,other,?,459:122
02:20.6,mousemove,where to choose emails,?,651:297
02:29.2,click,Delete button,?,
02:29.2,mousemove,where to choose emails,?,510:140
02:30.1,click,JIDESH GOVINDANKUTTY NAIR,P5,?
02:30.8,mousemove,other,?,653:181
02:30.9,mousemove,where to read the email,?,656:181
02:31.2,mousemove,other,?,556:136
02:31.4,mousemove,where to choose emails,?,643:229
02:32.0,mousemove,other,?,688:90
02:32.4,mousemove,where to read the email,?,655:98
02:34.3,click,Report Phish button,?,
02:34.9,mousemove,where to choose emails,?,550:138
02:35.1,click,Revolut,L5,?
02:36.4,mousemove,other,?,653:194
02:36.6,mousemove,where to read the email,?,659:194
02:39.4,mousemove,other,?,617:130
02:40.5,click,Delete button,?,
02:40.6,mousemove,where to choose emails,?,477:147
02:41.0,click,Commissioner for Revenue,P6,?
02:43.1,mousemove,other,?,566:131
02:46.4,mousemove,where to choose emails,?,487:137
02:46.6,click,Delete button,?,
02:46.9,click,PayPal,L6,?
02:47.9,mousemove,where to read the email,?,656:213
03:04.0,mousemove,other,?,501:130
03:04.1,mousemove,other,?,654:284
03:04.2,mousemove,where to choose emails,?,592:274
03:05.4,mousemove,where to choose emails,?,514:138
03:06.2,mousemove,other,?,506:135
03:13.3,mousemove,where to choose emails,?,620:147
03:13.5,mousemove,where to read the email,?,660:177
03:21.2,mousemove,where to choose emails,?,617:211
03:21.6,mousemove,other,?,470:134
03:22.1,click,Delete button,?,
03:22.3,mousemove,where to choose emails,?,480:152
03:22.3,click,Karen Abela,P7,?
03:23.4,mousemove,other,?,527:124
03:24.6,click,Report Phish button,?,
03:24.9,mousemove,where to choose emails,?,524:147
03:25.3,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
03:25.6,mousemove,other,?,544:136
03:26.3,mousemove,where to choose emails,?,586:142
03:26.7,mousemove,where to read the email,?,662:201
03:34.5,mousemove,other,?,648:107
03:49.1,mousemove,where to choose emails,?,491:140
03:49.3,click,Netflix,P8,?
03:49.9,click,Delete button,?,
03:53.0,mousemove,other,?,654:434
03:53.2,mousemove,where to read the email,?,664:445
03:56.2,mousemove,other,?,653:357
03:56.3,mousemove,other,?,642:136
03:56.4,mousemove,where to choose emails,?,649:351
04:00.0,mousemove,where to read the email,?,658:155
04:00.9,mousemove,where to choose emails,?,650:144
04:00.9,mousemove,other,?,653:150
04:03.2,mousemove,other,?,695:89
04:06.9,mousemove,where to choose emails,?,485:140
04:06.9,click,Report Phish button,?,
04:07.1,mousemove,where to read the email,?,722:262
04:07.5,click,Facebook,P9,?
04:20.5,click,Firebase,L8,?
04:20.6,mousemove,where to choose emails,?,650:179
04:21.9,mousemove,where to read the email,?,660:283
04:24.1,mousemove,where to choose emails,?,641:257
04:24.2,mousemove,other,?,548:133
04:25.3,mousemove,where to choose emails,?,508:145
04:25.5,click,PayPal Billing Department,P10,?
04:25.8,click,Delete button,?,
04:42.8,mousemove,other,?,496:134
04:45.2,mousemove,where to choose emails,?,498:137
04:45.3,click,Delete button,?,
04:45.7,click,MCAST IICT No-reply,L9,?
04:47.0,mousemove,other,?,493:136
04:47.4,mousemove,where to choose emails,?,490:139
04:48.0,click,Delete button,?,
04:48.3,click,Microsoft,L10,?
04:49.6,mousemove,where to read the email,?,662:285
04:50.2,mousemove,where to choose emails,?,622:221
