Time, Type, Target, EmailID, Extra
00:00.5,mousemove,where to choose emails,?,599:208
00:00.9,mousemove,where to read the email,?,917:400
00:01.0,mousemove,other,?,147:22:00
00:35.5,mousemove,where to choose emails,?,643:262
00:39.6,click,Mark Egi Bandolin,P1,?
00:47.7,mousemove,where to read the email,?,670:288
00:54.2,mousemove,where to choose emails,?,607:361
00:57.9,click,Microsoft,L10,?
00:58.4,mousemove,where to read the email,?,864:765
01:04.7,mousemove,other,?,739:90
01:04.7,mousemove,where to choose emails,?,648:60
01:18.0,click,Delete button,?,
01:18.3,mousemove,where to choose emails,?,319:890
01:18.8,mousemove,other,?,280:701
01:18.9,mousemove,sidebar,?,266:733
01:19.8,click,MCAST IICT No-reply,L9,?
01:21.0,mousemove,where to read the email,?,672:883
01:29.6,mousemove,where to choose emails,?,648:69
01:29.8,mousemove,other,?,705:69
01:31.1,click,Delete button,?,
01:32.8,click,PayPal Billing Department,P10,?
01:34.6,mousemove,sidebar,?,254:794
01:35.1,mousemove,where to choose emails,?,289:164
01:35.6,mousemove,other,?,59:02:00
01:35.9,mousemove,sidebar,?,221:126
01:36.3,mousemove,other,?,653:415
01:36.4,mousemove,where to read the email,?,663:420
01:43.9,mousemove,other,?,783:39:00
01:44.9,mousemove,where to choose emails,?,482:02:00
01:49.8,click,Delete button,?,
01:50.2,click,Firebase,L8,?
01:50.4,mousemove,where to read the email,?,673:808
01:56.6,mousemove,where to choose emails,?,643:683
01:57.4,mousemove,where to choose emails,?,303:867
01:57.4,click,Facebook,P9,?
01:57.4,mousemove,sidebar,?,237:803
02:00.0,mousemove,where to read the email,?,659:799
02:03.3,mousemove,other,?,655:53:00
02:03.4,mousemove,where to choose emails,?,647:13:00
02:03.6,mousemove,other,?,866:83
02:04.7,click,Report Phish button,?,
02:04.7,mousemove,where to read the email,?,667:91
02:04.8,mousemove,where to choose emails,?,651:967
02:06.0,click,Netflix,P8,?
02:07.1,mousemove,other,?,973:61
02:07.4,mousemove,where to choose emails,?,624:19:00
02:07.4,mousemove,where to read the email,?,661:827
02:08.7,click,Report Phish button,?,
02:09.3,mousemove,other,?,653:108
02:09.4,mousemove,other,?,654:508
02:09.4,mousemove,where to read the email,?,656:122
02:09.5,mousemove,where to choose emails,?,646:552
02:10.3,mousemove,where to read the email,?,657:717
02:10.6,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
02:16.4,mousemove,other,?,680:55:00
02:16.6,mousemove,where to choose emails,?,639:08:00
02:17.7,click,Delete button,?,
02:19.0,click,Karen Abela,P7,?
02:19.1,mousemove,where to read the email,?,656:821
02:20.2,mousemove,other,?,1013:86
02:23.6,mousemove,where to read the email,?,998:91
02:26.2,mousemove,other,?,654:103
02:26.2,mousemove,other,?,660:76
02:26.3,mousemove,where to choose emails,?,644:81
02:26.8,mousemove,where to read the email,?,670:95
02:27.2,mousemove,where to choose emails,?,651:90
02:27.2,mousemove,other,?,654:93
02:28.7,click,Report Phish button,?,
02:29.0,click,PayPal,L6,?
02:30.8,mousemove,where to read the email,?,678:654
02:41.9,mousemove,where to choose emails,?,631:252
02:43.7,click,Delete button,?,
02:44.4,click,Firebase,L8,?
02:44.4,mousemove,where to read the email,?,687:811
02:45.4,mousemove,where to choose emails,?,616:767
02:45.6,mousemove,where to read the email,?,680:889
02:47.9,mousemove,other,?,808:64
02:47.9,mousemove,where to choose emails,?,561:03:00
02:49.2,click,Delete button,?,
02:49.4,click,Commissioner for Revenue,P6,?
02:56.7,click,Revolut,L5,?
02:57.6,mousemove,where to read the email,?,716:716
03:00.3,mousemove,where to read the email,?,672:215
03:00.6,mousemove,other,?,549:33:00
03:00.8,mousemove,where to choose emails,?,546:41:00
03:00.9,mousemove,where to choose emails,?,634:144
03:01.4,mousemove,where to choose emails,?,647:169
03:02.4,click,Delete button,?,
03:03.1,mousemove,other,?,550:81
03:03.1,click,JIDESH GOVINDANKUTTY NAIR,P5,?
03:03.6,mousemove,where to choose emails,?,530:145
03:04.5,mousemove,other,?,653:356
03:04.8,mousemove,other,?,688:81
03:04.8,mousemove,where to read the email,?,665:266
03:06.1,click,Report Phish button,?,
03:06.4,mousemove,where to choose emails,?,639:284
03:06.9,mousemove,where to read the email,?,691:101
03:07.4,click,Melita,L4,?
03:08.2,mousemove,where to read the email,?,660:759
03:11.3,mousemove,other,?,774:83
03:12.0,click,Delete button,?,
03:12.1,mousemove,where to choose emails,?,519:204
03:13.6,click,Dropbox,L3,?
03:14.2,mousemove,where to read the email,?,671:633
03:15.3,mousemove,other,?,524:136
03:15.9,mousemove,where to choose emails,?,648:230
03:16.7,click,Delete button,?,
03:17.3,mousemove,where to choose emails,?,547:169
03:17.5,click,Apple,P4,?
03:20.1,mousemove,other,?,654:609
03:20.3,mousemove,where to read the email,?,669:609
03:24.6,mousemove,where to choose emails,?,649:600
03:25.3,click,Microsoft OneDrive,L2,?
03:26.9,mousemove,where to read the email,?,674:509
03:34.9,mousemove,where to choose emails,?,617:342
03:35.7,click,Melita Ltd,P3,?
03:36.7,mousemove,where to read the email,?,655:500
03:37.1,mousemove,other,?,629:136
03:37.6,mousemove,where to choose emails,?,652:156
03:38.9,click,Report Phish button,?,
03:39.1,mousemove,where to read the email,?,700:98
03:39.4,click,Google,L1,?
03:39.7,mousemove,where to choose emails,?,638:227
03:40.2,mousemove,other,?,653:389
03:40.4,mousemove,where to read the email,?,729:409
03:46.1,mousemove,other,?,591:130
03:46.8,mousemove,where to choose emails,?,651:156
03:47.1,click,Delete button,?,
03:48.6,mousemove,where to choose emails,?,527:174
03:49.8,click,Microsoft OneDrive,L2,?
03:50.4,click,Mark Egi Bandolin,P1,?
03:51.7,mousemove,where to read the email,?,662:273
03:52.6,mousemove,other,?,645:134
03:53.3,click,Report Phish button,?,
03:54.2,mousemove,where to read the email,?,656:107
03:54.4,mousemove,other,?,647:121
03:54.7,mousemove,where to choose emails,?,633:141
03:55.7,click,Scans,P2,?
03:55.9,mousemove,where to read the email,?,680:169
03:57.1,mousemove,other,?,646:135
03:57.7,mousemove,where to choose emails,?,646:167
03:59.1,click,Report Phish button,?,
03:59.6,mousemove,where to choose emails,?,578:151
04:00.4,click,Microsoft OneDrive,L2,?
04:04.4,mousemove,where to read the email,?,726:154
04:24.9,mousemove,where to choose emails,?,644:362
04:25.1,mousemove,other,?,0.117361111
04:25.4,mousemove,other,?,321:400
04:25.7,mousemove,sidebar,?,224:233
04:25.8,mousemove,where to choose emails,?,281:337
04:25.9,mousemove,where to choose emails,?,441:381
04:25.9,mousemove,sidebar,?,0.227777778
04:26.1,click,Apple,P4,?
04:27.6,mousemove,where to read the email,?,662:490
04:27.9,mousemove,other,?,528:391
04:36.1,mousemove,where to choose emails,?,650:196
04:37.3,mousemove,other,?,550:136
04:38.9,click,Delete button,?,
04:39.6,mousemove,where to choose emails,?,428:138
04:40.1,mousemove,where to choose emails,?,555:294
04:40.5,mousemove,sidebar,?,261:313
04:40.6,mousemove,other,?,298:404
04:41.3,click,Commissioner for Revenue,P6,?
04:58.0,mousemove,where to read the email,?,689:116
04:58.2,mousemove,other,?,731:82
04:59.5,mousemove,where to read the email,?,691:110
04:59.5,click,Report Phish button,?,
04:59.9,mousemove,other,?,652:102
05:00.1,mousemove,where to choose emails,?,390:218
05:00.1,click,Microsoft OneDrive,L2,?
05:00.4,mousemove,where to choose emails,?,330:142
05:00.4,mousemove,other,?,369:221
05:01.1,mousemove,other,?,413:223
05:01.1,mousemove,where to read the email,?,685:352
05:01.2,mousemove,other,?,414:133
05:01.7,mousemove,where to choose emails,?,413:150
05:41.5,mousemove,where to read the email,?,666:116
05:41.6,mousemove,other,?,530:03:00
05:48.5,mousemove,other,?,627:333
05:48.6,mousemove,sidebar,?,226:300
05:53.3,mousemove,where to choose emails,?,311:177
05:53.7,click,Microsoft OneDrive,L2,?
05:54.1,mousemove,where to read the email,?,666:323
05:54.4,mousemove,other,?,518:221
06:01.8,mousemove,other,?,642:102
06:03.1,mousemove,where to choose emails,?,609:140
06:03.8,mousemove,other,?,654:206
06:03.9,mousemove,where to read the email,?,663:221
06:15.9,mousemove,other,?,1175:81
06:23.9,click,Delete button,?,
