Time, Type, Target, EmailID, Extra
00:00.9,mousemove,other,?,118:01:00
00:01.2,mousemove,sidebar,?,222:92
00:01.8,mousemove,where to choose emails,?,284:136
00:01.9,mousemove,other,?,331:131
00:02.6,mousemove,where to choose emails,?,335:142
00:03.5,click,Mark Egi Bandolin,P1,?
00:04.3,mousemove,other,?,636:162
00:04.8,mousemove,where to read the email,?,660:165
00:05.2,mousemove,where to choose emails,?,616:175
00:06.3,mousemove,other,?,637:165
00:06.8,mousemove,where to read the email,?,662:167
00:06.9,click,Mark Egi Bandolin,P1,?
00:12.5,mousemove,where to choose emails,?,633:284
00:12.8,mousemove,other,?,652:297
00:14.6,click,Scans,P2,?
00:25.1,mousemove,other,?,650:253
00:25.3,mousemove,where to read the email,?,664:256
00:27.8,mousemove,other,?,646:102
00:28.3,click,Report Phish button,?,
00:29.6,mousemove,where to choose emails,?,600:137
00:30.3,click,Google,L1,?
00:31.6,mousemove,other,?,654:273
00:31.8,mousemove,where to read the email,?,683:281
00:41.1,mousemove,where to choose emails,?,632:288
00:41.6,click,Melita Ltd,P3,?
00:41.8,mousemove,other,?,648:285
00:43.0,mousemove,where to read the email,?,679:341
00:44.5,mousemove,other,?,658:87
00:45.2,mousemove,where to choose emails,?,592:149
00:45.5,click,Report Phish button,?,
00:46.0,click,Microsoft OneDrive,L2,?
00:46.7,mousemove,other,?,640:329
00:46.9,mousemove,where to read the email,?,692:336
00:52.1,mousemove,where to choose emails,?,628:370
00:53.0,mousemove,other,?,646:357
00:54.1,click,Apple,P4,?
00:55.3,mousemove,where to read the email,?,700:375
01:10.4,mousemove,other,?,718:87
01:10.9,mousemove,where to read the email,?,799:91
01:10.9,mousemove,other,?,818:89
01:11.1,click,Report Phish button,?,
01:12.7,mousemove,where to read the email,?,681:93
01:12.7,mousemove,other,?,648:171
01:13.0,mousemove,where to choose emails,?,633:182
01:14.3,click,JIDESH GOVINDANKUTTY NAIR,P5,?
01:14.3,mousemove,where to choose emails,?,633:246
01:14.4,mousemove,other,?,640:304
01:14.9,mousemove,other,?,627:133
01:15.3,click,Report Phish button,?,
01:15.8,mousemove,where to choose emails,?,628:155
01:17.1,mousemove,other,?,639:425
01:17.3,mousemove,where to read the email,?,668:408
01:17.8,click,Revolut,L5,?
01:22.4,mousemove,other,?,649:109
01:23.3,mousemove,where to read the email,?,657:269
01:23.3,mousemove,other,?,648:241
01:23.6,click,Delete button,?,
01:23.8,mousemove,where to choose emails,?,627:205
01:24.2,click,Melita,L4,?
01:25.1,mousemove,where to read the email,?,675:400
01:34.7,mousemove,other,?,640:425
01:34.9,mousemove,where to choose emails,?,627:428
01:36.1,mousemove,where to read the email,?,681:373
01:36.4,mousemove,where to choose emails,?,624:347
01:36.9,mousemove,other,?,650:373
01:36.9,click,Dropbox,L3,?
01:37.8,click,Melita,L4,?
01:38.6,click,Delete button,?,
01:44.7,click,Mark Egi Bandolin,P1,?
01:45.2,mousemove,other,?,652:389
01:45.4,mousemove,other,?,636:358
01:45.4,mousemove,where to choose emails,?,630:389
01:45.5,mousemove,where to read the email,?,684:367
01:45.9,click,Google,L1,?
01:47.1,mousemove,where to read the email,?,675:412
01:47.5,click,PayPal,L6,?
02:04.3,mousemove,where to read the email,?,656:408
02:04.4,mousemove,other,?,653:410
02:04.6,mousemove,other,?,647:425
02:04.9,mousemove,where to choose emails,?,628:409
02:05.6,mousemove,where to read the email,?,697:401
02:07.7,mousemove,other,?,647:357
02:07.9,mousemove,where to choose emails,?,632:345
02:08.1,click,Delete button,?,
02:09.8,click,Commissioner for Revenue,P6,?
02:11.0,mousemove,other,?,648:315
02:11.2,mousemove,where to read the email,?,675:318
02:15.1,mousemove,other,?,642:218
02:15.2,mousemove,where to choose emails,?,631:220
02:16.9,click,Delete button,?,
02:17.4,click,Karen Abela,P7,?
02:17.7,mousemove,other,?,653:285
02:17.8,mousemove,where to read the email,?,660:282
02:21.4,mousemove,other,?,642:278
02:21.5,mousemove,where to choose emails,?,625:269
02:24.5,click,Netflix,P8,?
02:24.9,mousemove,where to read the email,?,680:441
02:27.2,mousemove,other,?,784:81
02:27.9,mousemove,where to choose emails,?,631:67
02:28.9,click,Report Phish button,?,
02:29.4,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
02:30.7,mousemove,other,?,645:368
02:30.9,mousemove,where to read the email,?,683:357
02:32.2,mousemove,where to read the email,?,658:91
02:32.2,mousemove,other,?,644:187
02:32.4,mousemove,where to choose emails,?,633:206
02:32.8,click,Report Phish button,?,
02:32.9,mousemove,other,?,688:89
02:33.0,mousemove,where to read the email,?,661:274
02:33.9,mousemove,other,?,648:277
02:33.9,click,Facebook,P9,?
02:36.1,mousemove,where to read the email,?,655:176
02:36.2,mousemove,other,?,654:178
02:36.5,mousemove,other,?,654:178
02:36.8,mousemove,where to read the email,?,655:202
02:38.1,mousemove,where to choose emails,?,628:165
02:38.2,click,Report Phish button,?,
02:38.2,mousemove,where to read the email,?,665:111
02:38.7,mousemove,other,?,649:142
02:38.9,mousemove,other,?,812:84
02:39.1,click,Firebase,L8,?
02:40.4,mousemove,other,?,644:298
02:40.6,mousemove,where to read the email,?,668:301
02:45.1,mousemove,other,?,651:261
02:45.5,mousemove,where to choose emails,?,629:279
02:46.1,click,Delete button,?,
02:47.4,mousemove,other,?,638:367
02:47.8,click,Karen Abela,P7,?
02:47.9,mousemove,where to read the email,?,660:343
02:50.8,mousemove,other,?,653:105
02:51.1,click,Report Phish button,?,
02:51.3,mousemove,where to choose emails,?,609:121
02:52.3,click,Dropbox,L3,?
02:52.3,mousemove,other,?,641:361
02:52.6,mousemove,where to read the email,?,657:361
02:56.1,mousemove,where to choose emails,?,622:123
02:56.2,mousemove,other,?,612:113
02:56.7,mousemove,other,?,651:145
02:57.2,mousemove,where to choose emails,?,550:140
02:57.4,click,Delete button,?,
02:58.6,click,Microsoft OneDrive,L2,?
02:58.9,mousemove,where to read the email,?,661:333
02:59.2,mousemove,where to choose emails,?,652:221
02:59.2,mousemove,other,?,614:135
03:00.0,mousemove,where to choose emails,?,546:144
03:00.5,click,Delete button,?,
03:01.0,click,Google,L1,?
03:02.0,mousemove,where to read the email,?,656:284
03:03.7,click,MCAST IICT No-reply,L9,?
03:03.9,mousemove,where to choose emails,?,649:358
03:05.7,mousemove,where to read the email,?,656:367
03:06.4,mousemove,where to choose emails,?,640:179
03:06.9,mousemove,other,?,622:133
03:08.2,mousemove,where to choose emails,?,488:152
03:08.3,click,Delete button,?,
03:09.5,mousemove,where to read the email,?,657:360
03:09.7,click,Microsoft,L10,?
03:11.5,mousemove,where to choose emails,?,569:136
03:12.0,mousemove,other,?,651:129
03:12.4,click,PayPal Billing Department,P10,?
03:13.7,mousemove,where to read the email,?,678:325
03:26.7,mousemove,where to choose emails,?,652:150
03:27.7,mousemove,other,?,624:135
03:28.5,mousemove,where to read the email,?,693:107
03:30.3,click,Report Phish button,?,
03:30.5,mousemove,other,?,714:89
03:31.2,mousemove,other,?,653:145
03:31.3,mousemove,where to choose emails,?,652:153
03:31.5,mousemove,where to read the email,?,665:91
03:32.3,click,Google,L1,?
03:32.5,mousemove,where to read the email,?,657:270
03:33.0,mousemove,where to choose emails,?,624:356
03:33.6,click,Microsoft,L10,?
03:34.1,mousemove,where to read the email,?,656:326
03:35.4,mousemove,other,?,596:126
03:35.7,mousemove,where to choose emails,?,640:177
03:36.0,click,Delete button,?,
03:36.0,click,Google,L1,?
03:36.4,mousemove,where to choose emails,?,529:139
03:37.2,mousemove,where to read the email,?,695:254
03:37.7,mousemove,where to choose emails,?,648:241
03:38.5,mousemove,other,?,654:215
03:38.6,mousemove,where to read the email,?,683:218
03:38.9,click,Mark Egi Bandolin,P1,?
03:49.6,mousemove,other,?,653:100
04:00.8,mousemove,where to choose emails,?,493:137
04:00.9,click,Delete button,?,
04:01.6,click,Google,L1,?
04:04.8,mousemove,where to read the email,?,670:231
04:07.8,mousemove,other,?,653:197
04:08.0,mousemove,where to choose emails,?,652:196
04:09.5,mousemove,other,?,624:123
04:11.0,click,Delete button,?,
