Time, Type, Target, EmailID, Extra
00:00.7,mousemove,other,?,227:08:00
00:01.2,mousemove,where to choose emails,?,599:179
00:03.4,mousemove,sidebar,?,248:262
00:03.9,mousemove,where to choose emails,?,294:241
00:04.9,click,Mark Egi Bandolin,P1,?
00:06.2,mousemove,other,?,636:242
00:06.4,mousemove,where to read the email,?,655:238
00:06.5,mousemove,where to choose emails,?,634:239
00:06.7,mousemove,other,?,642:236
00:13.0,mousemove,other,?,652:246
00:15.0,click,Report Phish button,?,
00:15.2,click,Scans,P2,?
00:15.6,mousemove,where to choose emails,?,559:142
00:16.4,mousemove,other,?,648:158
00:16.6,mousemove,where to read the email,?,664:160
00:21.1,mousemove,other,?,644:225
00:21.2,mousemove,where to choose emails,?,631:223
00:22.0,mousemove,other,?,533:133
00:22.5,click,Report Phish button,?,
00:25.1,click,Google,L1,?
00:25.7,mousemove,where to choose emails,?,575:136
00:26.7,mousemove,where to read the email,?,710:235
00:37.2,mousemove,other,?,650:184
00:37.4,mousemove,where to choose emails,?,607:166
00:37.5,mousemove,other,?,563:135
00:38.4,mousemove,where to read the email,?,678:166
00:39.9,mousemove,other,?,652:156
00:40.2,mousemove,other,?,480:132
00:40.8,mousemove,where to choose emails,?,492:136
00:43.3,click,Delete button,?,
00:43.4,mousemove,where to choose emails,?,416:142
00:44.9,click,Melita Ltd,P3,?
00:45.2,mousemove,where to read the email,?,712:255
00:50.0,mousemove,where to choose emails,?,628:331
00:50.7,mousemove,other,?,652:425
00:51.2,mousemove,other,?,556:133
00:53.2,click,Report Phish button,?,
00:53.5,mousemove,where to choose emails,?,496:145
00:54.1,mousemove,other,?,637:295
00:54.7,click,Microsoft OneDrive,L2,?
00:55.2,mousemove,where to read the email,?,667:308
01:02.0,mousemove,where to choose emails,?,566:273
01:02.5,mousemove,other,?,409:132
01:04.2,mousemove,where to choose emails,?,488:158
01:04.7,click,Delete button,?,
01:05.0,mousemove,where to read the email,?,656:245
01:05.4,click,Apple,P4,?
01:07.2,mousemove,where to choose emails,?,630:377
01:07.2,mousemove,where to read the email,?,675:408
01:08.0,mousemove,other,?,645:406
01:17.0,mousemove,where to choose emails,?,628:493
01:17.2,mousemove,other,?,380:120
01:18.0,click,Delete button,?,
01:19.8,click,Dropbox,L3,?
01:20.0,mousemove,where to choose emails,?,453:137
01:20.0,mousemove,other,?,638:241
01:20.2,mousemove,where to read the email,?,756:276
01:24.7,mousemove,other,?,652:284
01:24.9,mousemove,where to choose emails,?,625:269
01:25.5,mousemove,other,?,644:259
01:25.6,mousemove,where to read the email,?,689:257
01:25.7,mousemove,other,?,645:171
01:27.5,mousemove,where to choose emails,?,456:137
01:28.0,click,Delete button,?,
01:28.0,click,Melita,L4,?
01:28.7,mousemove,where to read the email,?,693:334
01:37.5,mousemove,where to choose emails,?,590:417
01:38.5,mousemove,other,?,475:129
01:39.5,mousemove,where to choose emails,?,452:142
01:39.9,click,Delete button,?,
01:40.0,mousemove,where to read the email,?,700:242
01:40.2,click,JIDESH GOVINDANKUTTY NAIR,P5,?
01:44.3,mousemove,other,?,640:164
01:44.5,mousemove,where to choose emails,?,629:145
01:44.9,mousemove,other,?,621:120
01:45.3,mousemove,where to read the email,?,662:111
01:45.3,mousemove,where to choose emails,?,624:138
01:45.8,mousemove,other,?,642:351
