Time, Type, Target, EmailID, Extra
00:01.3,mousemove,where to choose emails,?,434:292
00:03.0,mousemove,where to read the email,?,695:629
01:12.7,mousemove,where to choose emails,?,627:155
01:14.0,click,Mark Egi Bandolin,P1,?
01:15.5,mousemove,where to read the email,?,685:429
01:17.4,mousemove,other,?,1212:67
01:17.9,mousemove,where to read the email,?,1197:109
01:19.1,mousemove,where to choose emails,?,652:555
01:20.3,mousemove,where to read the email,?,656:468
01:22.2,mousemove,where to choose emails,?,649:536
01:23.1,mousemove,where to read the email,?,670:536
01:30.0,mousemove,other,?,528:114
01:30.7,mousemove,other,?,654:172
01:30.8,mousemove,where to choose emails,?,586:142
01:30.9,mousemove,where to read the email,?,655:98
01:31.8,mousemove,other,?,659:90
01:32.2,mousemove,where to choose emails,?,595:137
01:32.5,click,Report Phish button,?,
01:32.7,mousemove,where to choose emails,?,293:207
01:32.8,mousemove,sidebar,?,278:215
01:33.3,mousemove,where to read the email,?,695:376
01:33.6,click,Scans,P2,?
01:38.8,mousemove,where to choose emails,?,649:343
01:39.6,mousemove,where to read the email,?,659:374
01:41.2,mousemove,other,?,301:135
01:41.3,mousemove,where to choose emails,?,454:142
01:41.5,mousemove,where to read the email,?,656:194
01:41.8,mousemove,where to choose emails,?,623:324
01:42.3,mousemove,other,?,681:83
01:43.8,click,Report Phish button,?,
01:44.3,mousemove,where to choose emails,?,574:151
01:45.7,mousemove,where to read the email,?,655:320
01:45.7,click,Google,L1,?
02:11.7,mousemove,where to choose emails,?,615:398
02:11.8,mousemove,where to read the email,?,677:263
02:15.1,mousemove,sidebar,?,277:333
02:15.3,mousemove,where to choose emails,?,583:269
02:15.9,mousemove,where to choose emails,?,347:230
02:20.8,click,Melita Ltd,P3,?
02:21.1,mousemove,other,?,653:287
02:21.5,mousemove,where to read the email,?,655:292
02:40.5,mousemove,where to choose emails,?,590:438
02:41.0,mousemove,where to read the email,?,665:136
02:41.5,mousemove,where to choose emails,?,643:213
02:41.9,mousemove,other,?,428:136
02:44.5,mousemove,other,?,667:85
02:44.9,mousemove,where to read the email,?,656:145
02:46.0,mousemove,where to choose emails,?,642:339
02:46.2,mousemove,where to read the email,?,672:148
02:46.3,mousemove,where to read the email,?,677:380
02:47.0,mousemove,where to choose emails,?,290:221
02:47.5,mousemove,where to choose emails,?,500:332
02:47.8,mousemove,where to read the email,?,698:257
02:47.9,mousemove,sidebar,?,240:280
02:48.9,mousemove,other,?,636:78
02:49.2,mousemove,where to choose emails,?,607:151
02:49.7,click,Report Phish button,?,
02:50.7,click,Microsoft OneDrive,L2,?
02:51.3,mousemove,where to read the email,?,684:301
03:12.8,mousemove,other,?,1132:24:00
03:14.7,mousemove,where to choose emails,?,581:137
03:15.0,mousemove,where to read the email,?,680:197
03:21.3,mousemove,where to choose emails,?,615:160
03:21.6,mousemove,other,?,525:130
03:24.3,mousemove,where to choose emails,?,560:149
03:24.5,click,Report Phish button,?,
03:24.5,mousemove,sidebar,?,264:371
03:24.7,mousemove,where to choose emails,?,300:337
03:24.8,mousemove,where to read the email,?,662:92
03:24.9,mousemove,other,?,649:103
03:25.2,mousemove,where to read the email,?,695:335
03:25.5,click,Apple,P4,?
03:35.8,mousemove,other,?,670:82
03:37.3,click,Report Phish button,?,
03:37.8,mousemove,where to choose emails,?,585:155
03:39.2,mousemove,where to read the email,?,661:282
03:39.2,click,Dropbox,L3,?
03:48.0,mousemove,where to choose emails,?,650:235
03:49.0,mousemove,other,?,557:122
03:49.3,click,Report Phish button,?,
03:50.8,mousemove,where to choose emails,?,542:140
03:52.2,mousemove,where to read the email,?,664:268
03:52.8,click,Melita,L4,?
04:04.6,mousemove,other,?,712:90
04:06.8,click,Delete button,?,
04:06.8,mousemove,where to choose emails,?,517:213
04:07.9,click,JIDESH GOVINDANKUTTY NAIR,P5,?
04:08.9,mousemove,where to read the email,?,663:306
04:16.7,mousemove,other,?,654:125
04:19.3,mousemove,where to choose emails,?,607:141
04:19.7,click,Report Phish button,?,
04:20.8,click,Revolut,L5,?
04:21.3,mousemove,where to read the email,?,669:333
04:28.7,mousemove,where to choose emails,?,625:195
04:28.8,mousemove,other,?,495:121
04:29.9,click,Delete button,?,
04:30.5,mousemove,where to choose emails,?,517:155
04:30.9,click,Commissioner for Revenue,P6,?
04:31.2,mousemove,where to read the email,?,665:468
04:52.7,mousemove,where to choose emails,?,638:192
04:52.9,mousemove,other,?,444:116
04:55.2,mousemove,where to choose emails,?,491:147
04:55.9,click,Delete button,?,
04:56.8,click,PayPal,L6,?
04:57.0,mousemove,where to read the email,?,739:642
05:19.2,mousemove,other,?,650:84
05:20.1,mousemove,where to read the email,?,679:123
05:20.5,mousemove,other,?,646:61
05:21.6,click,Delete button,?,
05:21.6,mousemove,where to choose emails,?,560:158
05:22.2,click,Karen Abela,P7,?
05:22.5,mousemove,where to read the email,?,729:308
05:31.0,mousemove,other,?,717:89
05:34.2,mousemove,where to choose emails,?,628:190
05:34.4,click,Report Phish button,?,
05:34.8,mousemove,where to read the email,?,684:104
05:35.2,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
05:36.5,mousemove,where to read the email,?,683:395
05:56.0,mousemove,where to choose emails,?,621:166
05:56.1,mousemove,other,?,580:129
05:56.8,mousemove,where to choose emails,?,652:229
05:57.0,mousemove,other,?,646:127
05:58.0,mousemove,where to read the email,?,660:114
05:58.1,mousemove,where to choose emails,?,649:253
05:58.3,mousemove,other,?,650:95
05:58.4,mousemove,other,?,654:253
05:58.8,mousemove,where to read the email,?,655:93
05:59.0,mousemove,other,?,294:104
06:03.6,mousemove,where to read the email,?,673:105
06:05.8,mousemove,other,?,801:87
06:07.1,click,Report Phish button,?,
06:07.1,mousemove,where to choose emails,?,594:142
06:08.6,click,Netflix,P8,?
06:10.5,mousemove,where to read the email,?,710:307
06:21.3,mousemove,where to read the email,?,655:91
06:21.6,mousemove,other,?,589:132
06:21.9,mousemove,where to choose emails,?,640:461
06:22.3,mousemove,other,?,664:87
06:23.1,click,Facebook,P9,?
06:23.8,mousemove,where to choose emails,?,564:150
06:23.9,click,Report Phish button,?,
06:24.8,mousemove,where to read the email,?,684:407
06:35.2,mousemove,other,?,653:419
06:35.2,mousemove,other,?,654:412
06:35.3,mousemove,where to read the email,?,687:419
06:35.3,mousemove,where to choose emails,?,651:412
06:38.5,mousemove,where to choose emails,?,652:160
06:38.9,mousemove,other,?,632:133
06:41.2,click,Delete button,?,
06:41.5,mousemove,where to choose emails,?,562:150
06:42.3,click,Firebase,L8,?
06:42.5,mousemove,where to read the email,?,659:299
06:53.4,mousemove,other,?,744:80
06:54.7,click,Delete button,?,
06:55.1,click,PayPal Billing Department,P10,?
06:55.7,mousemove,where to choose emails,?,539:158
06:56.3,mousemove,where to read the email,?,663:285
07:22.2,mousemove,other,?,649:483
07:22.3,mousemove,where to choose emails,?,644:452
07:22.3,mousemove,where to read the email,?,671:495
07:38.2,mousemove,other,?,639:663
07:39.3,mousemove,where to read the email,?,684:96
07:39.4,mousemove,where to choose emails,?,542:430
07:39.4,mousemove,where to choose emails,?,630:228
07:39.6,mousemove,other,?,506:135
07:39.7,mousemove,other,?,476:130
07:40.6,mousemove,other,?,694:86
07:40.7,mousemove,where to read the email,?,669:99
07:43.6,click,Report Phish button,?,
07:43.7,mousemove,where to read the email,?,691:137
07:43.9,mousemove,other,?,653:233
07:44.0,mousemove,where to choose emails,?,635:257
07:44.6,click,MCAST IICT No-reply,L9,?
07:47.0,mousemove,other,?,598:391
07:47.4,mousemove,where to read the email,?,659:420
08:32.7,mousemove,other,?,833:87
08:34.4,mousemove,where to choose emails,?,528:143
08:34.9,click,Delete button,?,
08:35.1,click,Microsoft,L10,?
08:35.2,mousemove,where to read the email,?,665:429
08:35.8,mousemove,other,?,523:331
08:48.2,mousemove,other,?,618:122
08:48.3,mousemove,other,?,641:313
08:48.5,mousemove,where to read the email,?,701:355
08:48.7,mousemove,where to choose emails,?,559:141
08:55.5,mousemove,other,?,723:84
08:56.3,click,Delete button,?,
08:56.5,mousemove,where to choose emails,?,504:138
08:57.0,mousemove,where to read the email,?,686:306
08:57.5,mousemove,other,?,542:232
08:58.0,click,Google,L1,?
09:00.1,mousemove,other,?,712:64
09:06.4,click,Report Phish button,?,
