Time, Type, Target, EmailID, Extra
00:05.5,mousemove,where to read the email,?,923:634
00:38.3,mousemove,where to choose emails,?,645:318
00:39.0,mousemove,where to read the email,?,759:271
00:48.0,mousemove,where to choose emails,?,571:202
00:49.7,click,Mark Egi Bandolin,P1,?
00:50.7,mousemove,where to read the email,?,710:357
01:18.0,mousemove,where to choose emails,?,643:258
01:20.3,mousemove,where to read the email,?,678:97
01:20.4,mousemove,other,?,678:87
01:20.4,mousemove,other,?,632:129
01:21.6,mousemove,where to read the email,?,667:110
01:21.6,click,Report Phish button,?,
01:21.8,mousemove,where to choose emails,?,651:205
01:22.1,mousemove,where to read the email,?,666:298
01:22.2,click,Scans,P2,?
01:36.2,mousemove,where to choose emails,?,646:239
01:36.7,mousemove,other,?,590:130
01:38.2,mousemove,where to read the email,?,662:93
01:38.4,mousemove,where to choose emails,?,630:145
01:38.8,mousemove,other,?,654:111
01:39.0,click,Report Phish button,?,
01:39.1,click,Google,L1,?
01:40.3,mousemove,where to read the email,?,664:250
02:20.5,mousemove,other,?,1729:78
02:20.6,mousemove,where to read the email,?,1790:94
02:20.8,mousemove,other,?,1786:65
02:39.3,mousemove,other,?,625:94
02:39.4,mousemove,where to read the email,?,670:99
02:39.6,mousemove,other,?,722:83
02:39.7,mousemove,where to read the email,?,1803:99
02:40.0,click,Report Phish button,?,
02:40.2,mousemove,where to read the email,?,698:96
02:40.9,mousemove,other,?,653:305
02:41.0,mousemove,where to choose emails,?,631:307
02:41.8,click,Melita Ltd,P3,?
02:43.2,mousemove,where to read the email,?,755:391
02:52.1,mousemove,other,?,678:85
02:53.0,mousemove,where to read the email,?,699:115
02:56.2,click,Report Phish button,?,
02:56.6,mousemove,other,?,700:90
02:57.2,mousemove,where to choose emails,?,646:154
02:57.2,mousemove,where to read the email,?,694:91
02:58.1,click,Microsoft OneDrive,L2,?
02:59.3,mousemove,where to read the email,?,712:332
03:33.7,mousemove,other,?,629:106
03:41.8,mousemove,where to read the email,?,883:121
03:52.5,mousemove,where to choose emails,?,486:170
