Time, Type, Target, EmailID, Extra
00:32.9,mousemove,where to choose emails,?,515:184
00:34.0,click,Mark Egi Bandolin,P1,?
00:38.4,mousemove,other,?,588:133
00:47.6,mousemove,where to choose emails,?,440:138
00:48.9,mousemove,other,?,471:136
00:51.6,mousemove,where to choose emails,?,495:140
01:04.4,mousemove,where to read the email,?,872:870
01:24.4,mousemove,other,?,632:66
01:31.3,mousemove,where to choose emails,?,467:140
01:49.2,mousemove,other,?,338:57:00
01:49.9,mousemove,where to read the email,?,817:91
01:52.7,mousemove,other,?,687:90
01:53.6,mousemove,where to choose emails,?,552:146
01:54.4,mousemove,other,?,509:131
01:58.6,click,Report Phish button,?,
01:59.3,mousemove,where to choose emails,?,526:142
01:59.9,click,Scans,P2,?
02:02.7,mousemove,other,?,654:155
02:03.0,mousemove,where to read the email,?,658:155
02:26.6,mousemove,where to choose emails,?,648:291
02:28.9,click,Google,L1,?
02:48.6,mousemove,other,?,486:103
02:51.4,mousemove,where to read the email,?,1680:95
03:07.6,mousemove,sidebar,?,258:409
03:08.0,mousemove,where to choose emails,?,600:603
03:08.1,mousemove,where to choose emails,?,512:152
03:08.1,mousemove,other,?,291:112
03:08.8,mousemove,where to choose emails,?,437:138
03:08.8,mousemove,other,?,523:135
03:10.9,click,Melita Ltd,P3,?
03:11.8,mousemove,where to read the email,?,679:408
03:20.1,mousemove,other,?,681:90
03:21.5,click,Report Phish button,?,
03:21.8,mousemove,where to read the email,?,676:92
03:22.4,mousemove,where to choose emails,?,641:261
03:22.6,click,Microsoft OneDrive,L2,?
03:29.8,mousemove,other,?,653:361
03:30.0,mousemove,where to read the email,?,719:369
04:20.0,mousemove,where to choose emails,?,648:422
04:20.3,click,Apple,P4,?
04:20.6,mousemove,other,?,653:430
04:20.6,mousemove,where to read the email,?,679:430
04:21.9,mousemove,other,?,882:89
04:22.6,mousemove,where to read the email,?,888:109
04:25.7,mousemove,where to read the email,?,677:359
04:25.7,mousemove,where to choose emails,?,648:389
04:26.1,mousemove,other,?,1085:88
04:26.3,mousemove,where to choose emails,?,567:156
04:27.0,mousemove,where to read the email,?,707:452
04:27.5,mousemove,other,?,653:422
04:27.7,mousemove,where to read the email,?,658:424
04:27.9,mousemove,where to choose emails,?,643:424
04:46.5,mousemove,other,?,780:88
04:51.0,mousemove,where to read the email,?,781:91
04:56.4,mousemove,other,?,685:90
04:57.5,mousemove,where to choose emails,?,621:157
04:58.8,click,Dropbox,L3,?
04:59.8,mousemove,sidebar,?,261:679
04:59.8,mousemove,where to choose emails,?,286:575
05:00.2,mousemove,where to read the email,?,672:521
05:12.5,mousemove,where to choose emails,?,607:585
05:16.1,mousemove,other,?,667:90
05:16.3,click,Scans,P2,?
05:16.5,mousemove,where to read the email,?,658:108
05:16.9,mousemove,other,?,627:135
05:26.5,mousemove,where to choose emails,?,547:137
05:26.6,click,Report Phish button,?,
05:27.6,click,Google,L1,?
05:28.7,mousemove,other,?,572:136
05:30.2,click,Delete button,?,
05:31.5,mousemove,where to choose emails,?,498:140
05:31.7,mousemove,other,?,512:123
05:31.8,click,Microsoft OneDrive,L2,?
05:32.0,mousemove,where to choose emails,?,557:139
05:32.7,mousemove,where to read the email,?,668:271
05:35.7,mousemove,where to choose emails,?,647:221
05:36.2,mousemove,other,?,654:125
05:36.5,mousemove,where to read the email,?,660:114
05:36.7,mousemove,other,?,653:195
05:36.8,mousemove,where to read the email,?,656:184
05:38.2,mousemove,other,?,661:90
05:39.1,click,Report Phish button,?,
05:40.2,mousemove,where to choose emails,?,585:143
05:40.5,click,Apple,P4,?
05:45.2,mousemove,other,?,654:188
05:45.4,mousemove,where to read the email,?,678:188
05:49.1,mousemove,other,?,660:90
05:49.5,click,Report Phish button,?,
05:50.8,mousemove,where to choose emails,?,592:137
05:52.2,click,Dropbox,L3,?
05:57.0,mousemove,where to read the email,?,659:152
05:57.3,mousemove,other,?,654:156
05:58.0,mousemove,sidebar,?,262:283
05:58.2,mousemove,where to choose emails,?,648:237
06:06.7,mousemove,where to choose emails,?,359:285
06:06.9,mousemove,other,?,653:293
06:07.0,mousemove,where to read the email,?,717:313
06:10.2,mousemove,where to choose emails,?,641:237
06:11.6,mousemove,where to read the email,?,655:217
06:13.8,mousemove,other,?,1318:84
06:14.7,mousemove,where to read the email,?,923:91
06:15.7,mousemove,where to choose emails,?,551:139
06:15.7,mousemove,other,?,649:124
06:16.8,mousemove,where to read the email,?,662:270
06:17.4,mousemove,where to choose emails,?,636:271
06:23.7,click,Melita,L4,?
06:25.3,mousemove,other,?,653:288
06:25.5,mousemove,where to read the email,?,666:291
07:12.1,mousemove,where to read the email,?,861:93
07:12.3,mousemove,other,?,846:90
07:25.2,mousemove,where to choose emails,?,613:137
07:25.3,mousemove,other,?,529:113
07:27.5,click,Delete button,?,
07:28.7,mousemove,where to choose emails,?,486:152
07:31.2,click,JIDESH GOVINDANKUTTY NAIR,P5,?
07:33.8,mousemove,where to read the email,?,655:273
07:36.1,mousemove,where to choose emails,?,645:166
07:36.3,mousemove,other,?,617:136
07:37.2,click,Report Phish button,?,
07:38.3,mousemove,where to choose emails,?,572:154
07:38.3,click,Revolut,L5,?
07:39.3,mousemove,where to read the email,?,663:257
07:41.1,mousemove,other,?,653:117
07:42.0,mousemove,where to choose emails,?,642:137
07:42.1,mousemove,where to read the email,?,662:157
07:45.5,click,Delete button,?,
