Time, Type, Target, EmailID, Extra
00:00.9,mousemove,other,?,631:61
00:05.4,mousemove,where to read the email,?,715:122
00:15.2,mousemove,other,?,690:90
00:16.2,mousemove,other,?,652:94
00:16.4,mousemove,where to read the email,?,662:92
00:16.9,mousemove,where to choose emails,?,560:142
00:17.4,mousemove,where to read the email,?,706:188
00:18.1,mousemove,where to choose emails,?,649:196
00:24.8,click,Mark Egi Bandolin,P1,?
00:36.2,mousemove,where to read the email,?,673:105
00:36.6,mousemove,other,?,776:69
00:36.9,mousemove,other,?,563:125
00:37.9,mousemove,where to read the email,?,655:91
00:38.0,mousemove,other,?,653:93
00:38.4,click,Report Phish button,?,
00:38.5,mousemove,where to read the email,?,655:92
00:39.0,mousemove,other,?,655:90
00:39.0,mousemove,where to choose emails,?,585:141
00:39.3,click,Scans,P2,?
00:46.9,mousemove,other,?,604:132
00:54.7,click,Google,L1,?
00:54.8,mousemove,where to choose emails,?,582:154
01:00.3,click,Melita Ltd,P3,?
01:08.7,mousemove,where to read the email,?,661:298
01:14.1,mousemove,other,?,830:87
01:15.7,mousemove,where to choose emails,?,642:199
01:15.8,click,Report Phish button,?,
01:15.9,mousemove,where to read the email,?,688:93
01:16.7,click,Microsoft OneDrive,L2,?
01:21.2,mousemove,other,?,597:127
01:29.6,mousemove,where to choose emails,?,650:164
01:29.7,click,Report Phish button,?,
01:29.9,mousemove,where to read the email,?,687:105
01:30.4,click,Dropbox,L3,?
01:33.1,mousemove,where to read the email,?,658:119
01:33.8,mousemove,other,?,646:136
01:34.4,mousemove,other,?,651:92
01:35.0,click,Delete button,?,
01:35.6,mousemove,where to choose emails,?,566:148
01:37.6,mousemove,where to read the email,?,722:218
01:37.6,click,Scans,P2,?
01:38.2,mousemove,where to choose emails,?,651:291
01:38.9,click,Google,L1,?
01:39.0,mousemove,where to read the email,?,695:298
01:40.3,mousemove,where to choose emails,?,644:293
01:45.3,mousemove,other,?,694:90
01:45.4,mousemove,where to read the email,?,655:161
01:46.4,click,Apple,P4,?
01:46.6,mousemove,where to choose emails,?,584:139
01:46.8,click,Delete button,?,
01:49.4,mousemove,other,?,653:245
01:49.8,mousemove,where to read the email,?,655:242
01:53.9,mousemove,where to choose emails,?,642:147
01:54.4,mousemove,other,?,592:125
01:57.1,mousemove,where to choose emails,?,564:141
01:57.4,click,Delete button,?,
01:58.9,click,Melita,L4,?
02:05.0,mousemove,other,?,538:133
02:06.4,mousemove,where to choose emails,?,551:148
02:06.9,click,Delete button,?,
02:07.4,click,JIDESH GOVINDANKUTTY NAIR,P5,?
02:10.8,mousemove,other,?,798:90
02:10.9,mousemove,where to read the email,?,664:178
02:13.1,click,Report Phish button,?,
02:13.2,mousemove,where to read the email,?,674:99
02:13.5,mousemove,other,?,651:123
02:13.8,mousemove,where to choose emails,?,627:146
02:14.5,click,Revolut,L5,?
02:15.2,mousemove,other,?,571:136
02:16.1,mousemove,where to choose emails,?,537:137
02:16.2,click,Delete button,?,
02:17.9,click,Commissioner for Revenue,P6,?
02:23.4,mousemove,where to read the email,?,699:269
02:26.9,mousemove,where to choose emails,?,583:240
02:27.5,mousemove,other,?,527:135
02:37.7,click,Delete button,?,
02:38.1,mousemove,where to choose emails,?,533:137
02:38.2,click,PayPal,L6,?
02:39.9,mousemove,other,?,493:129
02:40.2,mousemove,other,?,384:136
02:40.2,mousemove,where to choose emails,?,403:139
02:40.4,mousemove,where to choose emails,?,486:141
02:40.4,click,Delete button,?,
02:41.5,click,Scans,P2,?
02:42.7,click,Karen Abela,P7,?
02:51.3,mousemove,where to choose emails,?,619:298
02:51.4,mousemove,where to read the email,?,679:166
02:52.2,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
02:55.0,mousemove,where to read the email,?,697:329
02:57.2,mousemove,where to choose emails,?,648:319
02:59.7,mousemove,where to read the email,?,681:281
03:02.2,mousemove,where to choose emails,?,646:198
03:02.7,mousemove,other,?,561:117
03:03.0,mousemove,where to choose emails,?,501:171
03:03.2,click,Delete button,?,
03:04.9,click,Netflix,P8,?
03:05.9,mousemove,where to read the email,?,706:353
03:13.6,mousemove,where to choose emails,?,624:288
03:14.2,click,Delete button,?,
03:14.4,mousemove,other,?,459:98
03:15.4,mousemove,other,?,653:378
03:15.4,click,Facebook,P9,?
03:15.4,mousemove,where to read the email,?,671:378
03:15.6,mousemove,where to choose emails,?,504:138
03:25.4,mousemove,other,?,653:92
03:27.3,click,Report Phish button,?,
03:28.2,mousemove,where to choose emails,?,626:147
03:28.9,click,PayPal Billing Department,P10,?
03:29.4,mousemove,other,?,654:350
03:29.6,mousemove,where to read the email,?,699:358
03:32.2,mousemove,where to choose emails,?,644:191
03:32.6,mousemove,other,?,550:127
03:39.6,click,Report Phish button,?,
03:40.4,mousemove,where to read the email,?,666:427
03:40.6,mousemove,where to read the email,?,660:119
03:40.7,mousemove,where to choose emails,?,636:159
03:40.9,click,MCAST IICT No-reply,L9,?
03:49.1,mousemove,other,?,652:116
03:50.0,click,Delete button,?,
03:50.2,mousemove,where to choose emails,?,547:153
03:50.4,mousemove,where to choose emails,?,402:462
03:50.6,mousemove,other,?,441:493
03:51.0,click,Microsoft,L10,?
03:51.9,mousemove,where to read the email,?,711:409
04:03.0,mousemove,other,?,795:86
04:04.0,mousemove,other,?,654:348
04:04.2,mousemove,where to read the email,?,768:348
04:04.2,mousemove,where to choose emails,?,537:154
04:04.4,click,Firebase,L8,?
04:04.6,click,Delete button,?,
04:07.1,mousemove,other,?,642:503
04:07.5,mousemove,where to read the email,?,703:416
04:07.7,mousemove,sidebar,?,228:683
04:07.9,mousemove,other,?,351:510
04:09.1,mousemove,where to choose emails,?,551:239
04:09.6,mousemove,other,?,404:128
04:10.6,mousemove,where to read the email,?,665:125
04:11.0,click,Delete button,?,
04:11.4,mousemove,where to choose emails,?,373:304
04:11.4,mousemove,other,?,572:397
04:12.5,click,Karen Abela,P7,?
04:14.0,mousemove,where to read the email,?,883:105
04:14.1,mousemove,other,?,618:127
04:14.4,mousemove,where to read the email,?,697:91
04:14.5,mousemove,other,?,739:71
04:14.7,mousemove,where to choose emails,?,640:235
04:14.8,mousemove,where to read the email,?,680:292
04:22.4,mousemove,other,?,740:87
04:22.4,click,Report Phish button,?,
04:23.0,mousemove,where to read the email,?,661:160
04:23.6,mousemove,where to choose emails,?,493:141
04:23.7,click,Scans,P2,?
04:26.6,mousemove,other,?,653:129
04:33.1,click,Delete button,?,
04:34.3,mousemove,other,?,580:228
04:34.4,mousemove,where to read the email,?,745:92
04:37.2,mousemove,where to read the email,?,1311:95
04:37.2,mousemove,other,?,1275:80
04:37.6,mousemove,where to read the email,?,807:206
04:38.3,mousemove,other,?,617:210
04:38.9,mousemove,sidebar,?,243:202
04:39.0,mousemove,other,?,321:275
04:39.1,mousemove,where to read the email,?,703:271
04:40.6,mousemove,other,?,603:190
