Time, Type, Target, EmailID, Extra
00:02.6,mousemove,sidebar,?,1.136111111
00:02.9,mousemove,where to choose emails,?,313:397
00:55.4,mousemove,other,?,719:68
00:55.7,mousemove,where to read the email,?,888:871
00:56.3,mousemove,where to choose emails,?,528:164
00:57.8,click,Mark Egi Bandolin,P1,?
00:58.6,mousemove,where to read the email,?,679:300
01:17.6,mousemove,other,?,752:55:00
01:18.2,mousemove,where to choose emails,?,617:138
01:18.2,mousemove,where to read the email,?,690:93
01:18.7,click,Report Phish button,?,
01:18.7,mousemove,other,?,649:127
01:19.1,click,Scans,P2,?
01:19.9,mousemove,where to read the email,?,711:351
01:23.6,mousemove,other,?,790:77
01:24.7,mousemove,where to read the email,?,712:93
01:25.7,mousemove,other,?,713:90
01:26.2,click,Report Phish button,?,
01:26.4,mousemove,where to choose emails,?,610:141
01:26.6,mousemove,where to read the email,?,687:91
01:26.8,mousemove,other,?,654:114
01:27.8,click,Google,L1,?
01:27.9,mousemove,where to read the email,?,655:353
01:51.4,mousemove,where to read the email,?,833:98
01:51.4,mousemove,other,?,896:80
01:52.4,mousemove,other,?,594:131
01:52.9,mousemove,other,?,653:156
01:53.0,mousemove,where to choose emails,?,650:157
01:53.9,click,Delete button,?,
01:54.4,mousemove,where to choose emails,?,533:143
01:54.4,click,Melita Ltd,P3,?
02:03.0,mousemove,other,?,556:129
02:04.2,mousemove,where to choose emails,?,600:139
02:04.2,click,Report Phish button,?,
02:05.2,click,Microsoft OneDrive,L2,?
02:09.6,mousemove,where to read the email,?,701:386
02:47.4,mousemove,other,?,827:39:00
02:57.8,mousemove,where to read the email,?,713:161
02:58.3,mousemove,where to choose emails,?,611:185
02:58.4,mousemove,other,?,531:133
02:59.0,mousemove,where to choose emails,?,538:142
02:59.5,click,Apple,P4,?
02:59.7,click,Delete button,?,
03:00.6,mousemove,where to read the email,?,697:314
03:36.6,mousemove,where to choose emails,?,641:166
03:36.9,mousemove,other,?,584:129
03:38.2,mousemove,where to read the email,?,656:119
03:48.4,mousemove,other,?,709:90
03:50.1,mousemove,where to choose emails,?,611:139
