Time, Type, Target, EmailID, Extra
00:00.4,mousemove,other,?,604:317
00:00.9,mousemove,where to read the email,?,696:376
00:09.5,mousemove,other,?,640:271
00:09.6,mousemove,where to choose emails,?,630:271
00:10.3,click,Mark Egi Bandolin,P1,?
00:12.3,mousemove,where to read the email,?,834:279
00:32.1,mousemove,where to choose emails,?,626:421
00:32.8,mousemove,other,?,649:437
00:33.0,mousemove,other,?,544:135
00:35.0,click,Report Phish button,?,
00:36.3,mousemove,where to choose emails,?,531:137
00:37.5,mousemove,where to read the email,?,656:225
00:38.0,click,Scans,P2,?
00:47.0,click,Report Phish button,?,
00:47.1,mousemove,other,?,652:96
00:48.1,mousemove,where to choose emails,?,481:139
00:49.2,click,Google,L1,?
00:50.5,mousemove,other,?,648:213
00:50.6,mousemove,where to read the email,?,714:257
01:00.6,mousemove,other,?,1002:74
01:00.8,mousemove,where to read the email,?,876:99
01:33.8,mousemove,other,?,788:85
01:34.8,click,Delete button,?,
01:35.1,click,Melita Ltd,P3,?
01:35.8,mousemove,where to choose emails,?,476:139
01:36.0,mousemove,where to read the email,?,763:271
01:36.9,mousemove,other,?,640:209
01:37.5,mousemove,where to read the email,?,1515:102
01:37.9,mousemove,other,?,1479:79
01:49.1,mousemove,other,?,644:230
01:49.3,mousemove,where to choose emails,?,631:221
01:49.4,mousemove,other,?,567:131
01:51.6,click,Report Phish button,?,
01:52.6,mousemove,where to choose emails,?,540:138
01:53.4,click,Microsoft OneDrive,L2,?
01:54.4,mousemove,where to read the email,?,659:153
02:09.5,mousemove,other,?,668:89
02:15.2,mousemove,where to choose emails,?,585:139
02:15.5,mousemove,where to read the email,?,668:157
02:24.6,mousemove,other,?,652:113
02:25.5,click,Delete button,?,
02:25.7,mousemove,where to choose emails,?,451:136
02:26.1,mousemove,where to read the email,?,719:142
02:26.6,click,Apple,P4,?
02:26.9,mousemove,other,?,561:125
02:39.2,mousemove,other,?,707:89
02:45.0,click,Delete button,?,
02:46.1,click,Dropbox,L3,?
02:46.4,mousemove,where to choose emails,?,476:137
02:47.5,mousemove,other,?,642:187
02:47.7,mousemove,where to read the email,?,692:204
03:03.4,mousemove,other,?,644:291
03:03.5,mousemove,where to choose emails,?,622:270
03:03.9,mousemove,other,?,522:132
03:04.0,click,Delete button,?,
03:05.2,mousemove,where to choose emails,?,449:137
03:05.6,click,Melita,L4,?
03:06.2,mousemove,where to read the email,?,685:168
03:06.4,mousemove,other,?,644:157
03:22.0,mousemove,other,?,648:205
03:22.5,mousemove,where to choose emails,?,627:205
03:22.8,mousemove,other,?,473:122
03:23.8,click,Delete button,?,
03:24.7,mousemove,where to choose emails,?,484:139
03:25.3,click,JIDESH GOVINDANKUTTY NAIR,P5,?
03:27.0,mousemove,other,?,476:134
03:29.5,click,Report Phish button,?,
03:30.2,click,Revolut,L5,?
03:30.5,mousemove,where to choose emails,?,478:136
03:31.7,mousemove,where to read the email,?,732:124
03:35.1,mousemove,where to choose emails,?,631:257
03:35.5,mousemove,other,?,648:261
03:36.7,mousemove,other,?,481:132
03:37.1,click,Delete button,?,
03:39.0,mousemove,where to choose emails,?,491:136
03:39.0,click,Commissioner for Revenue,P6,?
03:39.1,mousemove,where to read the email,?,685:216
03:40.0,mousemove,other,?,652:197
03:53.2,mousemove,other,?,479:131
03:53.7,mousemove,other,?,646:234
03:53.8,mousemove,where to choose emails,?,615:229
03:58.6,click,Report Phish button,?,
03:58.8,mousemove,where to choose emails,?,472:138
03:59.8,click,PayPal,L6,?
04:00.4,mousemove,other,?,535:134
04:00.7,mousemove,where to read the email,?,699:127
04:07.5,mousemove,other,?,649:184
04:07.7,mousemove,where to choose emails,?,629:149
04:08.0,mousemove,other,?,625:127
04:08.4,click,Delete button,?,
04:08.8,mousemove,where to choose emails,?,461:137
04:09.3,click,Karen Abela,P7,?
04:09.3,mousemove,other,?,493:133
04:17.8,mousemove,where to choose emails,?,512:137
04:17.8,click,Report Phish button,?,
04:18.2,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
04:20.0,mousemove,other,?,513:133
04:21.8,mousemove,where to choose emails,?,516:137
04:21.9,click,Report Phish button,?,
04:22.1,mousemove,where to read the email,?,714:145
04:22.3,click,Netflix,P8,?
04:23.0,mousemove,other,?,620:133
04:30.1,mousemove,other,?,647:97
04:30.6,click,Delete button,?,
04:31.9,mousemove,where to choose emails,?,437:136
04:32.2,click,Facebook,P9,?
04:32.6,mousemove,where to read the email,?,702:137
04:42.9,mousemove,where to choose emails,?,612:333
04:43.8,mousemove,other,?,468:124
04:45.6,click,Delete button,?,
04:46.8,mousemove,where to choose emails,?,432:136
04:46.8,click,Firebase,L8,?
04:46.8,mousemove,where to read the email,?,666:205
04:56.7,mousemove,other,?,1020:71
04:58.1,click,Delete button,?,
04:58.3,mousemove,where to choose emails,?,479:137
04:58.6,click,PayPal Billing Department,P10,?
04:59.1,mousemove,where to read the email,?,680:173
05:06.6,mousemove,other,?,654:244
05:06.8,mousemove,where to choose emails,?,637:253
05:07.4,mousemove,other,?,654:248
05:07.6,mousemove,where to read the email,?,669:244
05:24.1,mousemove,where to choose emails,?,650:380
05:26.0,mousemove,where to read the email,?,696:202
05:36.8,mousemove,where to choose emails,?,648:269
05:37.6,mousemove,other,?,580:130
05:38.6,mousemove,where to choose emails,?,513:136
05:38.6,click,Report Phish button,?,
05:39.8,mousemove,where to read the email,?,712:193
05:39.8,click,MCAST IICT No-reply,L9,?
05:48.1,mousemove,other,?,620:534
05:48.6,mousemove,where to choose emails,?,516:300
05:50.1,mousemove,other,?,488:135
05:52.3,click,Delete button,?,
05:52.5,mousemove,where to choose emails,?,463:141
05:53.2,mousemove,other,?,519:129
05:53.6,mousemove,where to read the email,?,716:151
05:53.9,click,Microsoft,L10,?
05:58.0,mousemove,other,?,1528:39:00
06:00.0,click,Delete button,?,
