Time, Type, Target, EmailID, Extra
00:00.3,mousemove,where to choose emails,?,574:286
00:00.4,mousemove,where to read the email,?,656:367
00:00.9,mousemove,other,?,202:04:00
00:11.2,mousemove,other,?,641:403
00:11.4,mousemove,where to choose emails,?,612:373
00:13.2,click,Mark Egi Bandolin,P1,?
00:19.9,mousemove,where to read the email,?,691:143
00:31.2,mousemove,other,?,628:127
00:32.6,click,Report Phish button,?,
00:33.7,mousemove,where to choose emails,?,572:138
00:34.3,click,Scans,P2,?
00:35.5,mousemove,other,?,647:117
00:35.7,mousemove,other,?,649:227
00:35.9,mousemove,where to read the email,?,705:260
00:39.6,mousemove,where to read the email,?,732:101
00:46.7,mousemove,other,?,646:158
00:48.4,click,Report Phish button,?,
00:49.1,mousemove,where to choose emails,?,550:136
00:49.3,click,Google,L1,?
00:50.7,mousemove,where to read the email,?,661:261
01:00.5,mousemove,where to read the email,?,700:149
01:00.9,mousemove,other,?,563:03:00
01:14.4,mousemove,other,?,641:228
01:14.5,mousemove,where to choose emails,?,615:212
01:14.8,mousemove,other,?,523:127
01:15.7,click,Delete button,?,
01:16.1,click,Melita Ltd,P3,?
01:16.8,mousemove,where to choose emails,?,501:137
01:18.5,mousemove,where to read the email,?,661:246
01:25.4,mousemove,other,?,672:89
01:26.7,click,Report Phish button,?,
01:26.9,mousemove,where to choose emails,?,577:137
01:27.2,click,Microsoft OneDrive,L2,?
01:27.4,mousemove,other,?,643:198
01:27.5,mousemove,where to read the email,?,659:213
01:56.5,mousemove,other,?,500:18:00
01:58.8,click,Delete button,?,
01:59.3,click,Apple,P4,?
01:59.5,mousemove,where to choose emails,?,464:139
02:03.7,mousemove,other,?,641:213
02:03.8,mousemove,where to read the email,?,663:221
02:31.1,mousemove,other,?,577:101
02:32.0,mousemove,where to choose emails,?,623:313
02:32.0,mousemove,where to read the email,?,682:92
02:32.4,mousemove,other,?,671:87
02:33.0,click,Report Phish button,?,
02:33.8,mousemove,where to choose emails,?,621:141
02:34.8,click,Dropbox,L3,?
02:34.8,mousemove,other,?,638:218
02:35.0,mousemove,where to read the email,?,709:253
03:00.1,mousemove,other,?,658:89
03:06.2,mousemove,where to choose emails,?,547:136
03:06.6,click,Report Phish button,?,
03:07.4,click,Melita,L4,?
03:08.2,mousemove,other,?,652:289
03:08.3,mousemove,where to read the email,?,672:308
03:19.6,mousemove,other,?,651:268
03:19.7,mousemove,other,?,497:133
03:19.8,mousemove,where to choose emails,?,633:252
03:21.2,click,Report Phish button,?,
03:22.2,click,JIDESH GOVINDANKUTTY NAIR,P5,?
03:22.9,mousemove,where to choose emails,?,526:136
03:25.1,mousemove,other,?,534:135
03:26.3,mousemove,where to choose emails,?,548:143
03:26.9,click,Report Phish button,?,
03:27.8,click,Revolut,L5,?
03:29.6,mousemove,where to read the email,?,661:218
04:03.3,mousemove,other,?,768:79
04:04.6,click,Delete button,?,
04:05.1,mousemove,where to choose emails,?,500:141
04:05.7,click,Commissioner for Revenue,P6,?
04:06.1,mousemove,other,?,550:129
04:06.8,mousemove,where to read the email,?,655:137
04:09.1,mousemove,other,?,603:125
04:09.8,mousemove,where to choose emails,?,634:153
04:14.2,click,Report Phish button,?,
04:15.7,click,PayPal,L6,?
04:15.7,mousemove,where to choose emails,?,538:146
04:16.1,mousemove,other,?,636:272
04:16.3,mousemove,where to read the email,?,670:309
05:42.8,mousemove,other,?,840:85
05:43.3,click,Report Phish button,?,
05:44.2,mousemove,where to choose emails,?,511:137
05:44.2,click,Karen Abela,P7,?
05:46.2,mousemove,other,?,642:140
05:46.4,mousemove,where to read the email,?,688:138
05:47.1,mousemove,other,?,648:103
05:48.5,click,Report Phish button,?,
05:48.5,mousemove,where to choose emails,?,548:148
05:49.1,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
06:01.4,mousemove,other,?,412:117
06:05.0,click,Report Phish button,?,
06:05.1,click,Netflix,P8,?
06:05.2,mousemove,where to choose emails,?,566:138
06:06.2,mousemove,where to read the email,?,727:285
06:12.2,mousemove,other,?,796:88
06:18.2,click,Report Phish button,?,
06:19.3,click,Facebook,P9,?
06:19.4,mousemove,where to choose emails,?,575:138
06:20.5,mousemove,where to read the email,?,656:133
06:21.4,mousemove,other,?,838:85
06:36.4,mousemove,where to read the email,?,911:92
06:37.5,mousemove,where to choose emails,?,612:298
06:37.9,mousemove,other,?,363:125
06:38.0,click,Delete button,?,
06:38.8,mousemove,where to choose emails,?,475:139
06:39.7,click,Firebase,L8,?
06:40.4,mousemove,where to read the email,?,660:311
06:51.8,mousemove,where to choose emails,?,652:249
06:52.2,mousemove,where to read the email,?,656:153
06:54.0,mousemove,other,?,607:134
06:54.8,mousemove,where to choose emails,?,630:140
06:56.5,mousemove,where to choose emails,?,544:141
06:56.7,click,Report Phish button,?,
06:57.3,click,PayPal Billing Department,P10,?
06:58.5,mousemove,where to read the email,?,657:179
07:01.4,mousemove,other,?,606:135
07:01.4,click,Report Phish button,?,
07:01.7,mousemove,where to choose emails,?,638:189
07:02.5,click,MCAST IICT No-reply,L9,?
07:02.7,mousemove,where to choose emails,?,560:145
07:03.3,mousemove,where to read the email,?,684:145
07:07.6,mousemove,other,?,528:133
07:07.7,mousemove,where to choose emails,?,638:181
07:08.8,click,Delete button,?,
07:09.0,mousemove,where to choose emails,?,484:138
07:09.6,click,Microsoft,L10,?
07:10.8,mousemove,where to read the email,?,715:192
07:16.9,mousemove,other,?,651:121
07:17.5,click,Report Phish button,?,
