Time, Type, Target, EmailID, Extra
00:01.5,mousemove,other,?,185:01:00
00:01.5,mousemove,where to choose emails,?,343:137
00:02.0,mousemove,other,?,636:179
00:04.8,click,Mark Egi Bandolin,P1,?
00:05.1,mousemove,other,?,640:185
00:05.3,mousemove,where to read the email,?,655:185
00:15.3,mousemove,other,?,688:85
00:16.1,click,Report Phish button,?,
00:17.2,mousemove,where to choose emails,?,544:137
00:17.5,click,Scans,P2,?
00:18.5,mousemove,where to read the email,?,655:171
00:18.9,mousemove,other,?,639:168
00:23.4,mousemove,other,?,654:173
00:23.6,mousemove,other,?,601:135
00:23.8,mousemove,where to choose emails,?,632:155
00:29.3,click,Delete button,?,
00:30.0,mousemove,where to choose emails,?,473:136
00:30.5,click,Google,L1,?
00:31.2,mousemove,other,?,648:168
00:31.2,mousemove,where to read the email,?,655:168
00:38.5,mousemove,other,?,654:180
00:38.8,mousemove,where to choose emails,?,635:180
00:39.5,mousemove,other,?,494:131
00:43.5,mousemove,where to choose emails,?,536:136
00:43.5,click,Delete button,?,
00:44.0,mousemove,where to read the email,?,672:172
00:44.3,mousemove,other,?,637:172
00:44.4,click,Melita Ltd,P3,?
00:54.3,mousemove,other,?,564:134
00:54.5,mousemove,other,?,650:240
00:54.6,mousemove,where to choose emails,?,631:228
00:55.9,click,Report Phish button,?,
00:56.2,click,Microsoft OneDrive,L2,?
00:56.7,mousemove,where to choose emails,?,533:137
00:57.3,mousemove,other,?,637:181
00:57.6,mousemove,where to read the email,?,661:181
01:00.3,mousemove,other,?,652:141
01:02.5,click,Apple,P4,?
01:02.6,click,Report Phish button,?,
01:02.7,mousemove,where to choose emails,?,548:140
01:04.6,mousemove,where to read the email,?,658:147
01:05.0,mousemove,other,?,638:156
01:12.4,mousemove,other,?,654:197
01:12.7,mousemove,where to choose emails,?,624:191
01:13.0,mousemove,other,?,581:130
01:13.3,click,Delete button,?,
01:14.4,click,Dropbox,L3,?
01:15.0,mousemove,where to choose emails,?,456:137
01:15.1,mousemove,other,?,638:171
01:16.0,mousemove,where to read the email,?,658:171
01:22.0,mousemove,other,?,672:89
01:22.0,mousemove,other,?,654:92
01:22.3,mousemove,where to read the email,?,681:91
01:24.7,click,Delete button,?,
01:25.0,mousemove,where to choose emails,?,524:137
01:25.4,mousemove,other,?,552:130
01:25.7,click,Melita,L4,?
01:26.4,mousemove,where to read the email,?,660:137
01:31.3,mousemove,other,?,654:155
01:31.5,mousemove,where to choose emails,?,631:137
01:31.7,mousemove,other,?,625:132
