Time, Type, Target, EmailID, Extra
00:02.7,mousemove,other,?,213:01:00
00:03.1,mousemove,where to read the email,?,1022:285
00:11.1,mousemove,sidebar,?,150:194
00:11.3,mousemove,other,?,0.101388889
00:11.9,mousemove,where to choose emails,?,588:329
00:13.5,mousemove,sidebar,?,0.13125
00:13.5,mousemove,other,?,0.122916667
00:13.9,mousemove,sidebar,?,0.175694444
00:14.3,mousemove,where to choose emails,?,311:176
00:14.7,click,Mark Egi Bandolin,P1,?
00:15.1,mousemove,where to read the email,?,732:290
00:35.8,mousemove,other,?,654:151
00:35.8,mousemove,where to read the email,?,656:126
00:36.5,mousemove,other,?,764:88
00:40.4,mousemove,where to read the email,?,660:92
00:47.0,mousemove,other,?,644:112
00:47.2,click,Report Phish button,?,
00:48.3,mousemove,where to choose emails,?,557:137
00:48.3,click,Scans,P2,?
00:49.9,mousemove,other,?,646:217
00:50.0,mousemove,where to read the email,?,676:227
01:04.4,mousemove,other,?,609:123
01:04.8,mousemove,other,?,644:173
01:04.9,mousemove,where to choose emails,?,624:156
01:05.4,click,Report Phish button,?,
01:06.1,mousemove,where to choose emails,?,499:136
01:06.3,click,Google,L1,?
01:06.6,mousemove,where to read the email,?,664:93
01:06.8,mousemove,other,?,645:112
01:07.9,mousemove,where to read the email,?,692:260
01:35.1,mousemove,other,?,1375:83
01:35.2,mousemove,where to read the email,?,1304:92
01:37.5,mousemove,other,?,847:81
01:37.6,mousemove,where to read the email,?,667:92
01:37.7,mousemove,other,?,620:124
01:37.9,mousemove,where to choose emails,?,544:177
01:38.3,mousemove,other,?,432:109
01:40.2,click,Delete button,?,
01:43.1,mousemove,where to choose emails,?,470:136
01:44.7,click,Melita Ltd,P3,?
01:47.0,mousemove,other,?,486:19:00
01:47.4,mousemove,sidebar,?,122:650
01:47.6,mousemove,sidebar,?,246:225
01:47.9,mousemove,other,?,0.400694444
01:49.0,mousemove,sidebar,?,248:278
01:49.1,mousemove,other,?,0.16875
01:49.3,mousemove,where to read the email,?,693:297
01:49.4,mousemove,where to choose emails,?,346:278
01:49.4,mousemove,where to choose emails,?,380:353
01:49.8,mousemove,sidebar,?,0.475
02:02.0,mousemove,where to choose emails,?,594:152
02:02.6,mousemove,other,?,561:135
02:02.6,mousemove,other,?,653:177
02:04.4,click,Report Phish button,?,
02:04.4,mousemove,where to choose emails,?,580:136
02:06.0,click,Microsoft OneDrive,L2,?
02:06.2,mousemove,other,?,644:201
02:06.4,mousemove,where to read the email,?,860:265
02:26.7,mousemove,other,?,1144:69
02:27.3,mousemove,where to choose emails,?,586:197
02:28.2,mousemove,other,?,613:73
02:29.1,mousemove,where to choose emails,?,496:136
02:29.4,click,Delete button,?,
02:30.5,click,Apple,P4,?
02:31.7,mousemove,where to read the email,?,660:198
02:48.0,mousemove,other,?,645:250
02:48.1,mousemove,other,?,640:107
02:48.2,mousemove,where to choose emails,?,604:229
02:48.7,mousemove,other,?,507:134
02:48.7,mousemove,where to read the email,?,661:112
02:49.9,click,Delete button,?,
02:50.2,click,Dropbox,L3,?
02:50.9,mousemove,where to choose emails,?,473:141
02:51.3,mousemove,where to read the email,?,664:219
03:10.5,mousemove,where to choose emails,?,634:188
03:10.9,mousemove,other,?,648:242
03:11.3,mousemove,other,?,590:128
03:11.4,click,Delete button,?,
03:12.4,mousemove,where to choose emails,?,550:153
03:13.0,click,Melita,L4,?
03:13.7,mousemove,where to read the email,?,676:313
03:30.0,mousemove,other,?,545:105
03:30.8,mousemove,where to choose emails,?,616:165
03:31.2,mousemove,where to choose emails,?,518:140
03:31.5,click,Delete button,?,
03:32.3,click,JIDESH GOVINDANKUTTY NAIR,P5,?
03:35.2,mousemove,where to read the email,?,665:217
03:41.0,mousemove,other,?,443:125
03:41.8,mousemove,other,?,644:387
