Time, Type, Target, EmailID, Extra
00:23.3,mousemove,where to choose emails,?,650:402
00:23.3,mousemove,where to read the email,?,893:859
00:24.0,mousemove,where to read the email,?,668:284
00:24.5,mousemove,where to choose emails,?,598:265
00:26.6,click,Mark Egi Bandolin,P1,?
00:28.0,mousemove,where to read the email,?,660:145
00:42.0,mousemove,where to choose emails,?,645:325
00:44.3,mousemove,other,?,532:131
00:53.1,click,Report Phish button,?,
00:54.2,mousemove,where to choose emails,?,399:137
00:54.7,click,Scans,P2,?
00:57.0,mousemove,where to read the email,?,671:188
00:57.8,mousemove,other,?,654:183
01:00.1,mousemove,other,?,600:135
01:00.3,mousemove,other,?,654:152
01:00.5,mousemove,where to choose emails,?,643:147
01:01.3,mousemove,where to read the email,?,665:100
01:01.7,mousemove,other,?,682:90
01:02.6,click,Report Phish button,?,
01:03.2,mousemove,where to read the email,?,666:94
01:03.3,mousemove,other,?,641:101
01:04.0,mousemove,where to choose emails,?,515:142
01:04.2,click,Google,L1,?
01:12.2,mousemove,where to read the email,?,684:355
01:17.5,mousemove,other,?,556:109
01:23.5,mousemove,where to choose emails,?,441:146
01:24.7,click,Delete button,?,
01:25.0,mousemove,other,?,500:120
01:25.5,mousemove,where to choose emails,?,503:140
01:25.8,click,Melita Ltd,P3,?
01:29.8,mousemove,other,?,653:151
01:30.0,mousemove,where to read the email,?,667:159
01:40.2,mousemove,other,?,653:249
01:40.3,mousemove,where to choose emails,?,648:244
01:40.8,mousemove,other,?,618:131
01:40.9,click,Report Phish button,?,
01:41.2,mousemove,where to choose emails,?,556:138
01:41.6,click,Microsoft OneDrive,L2,?
01:42.8,mousemove,where to read the email,?,675:285
01:52.7,mousemove,other,?,643:90
01:59.3,mousemove,where to read the email,?,702:372
01:59.8,mousemove,where to choose emails,?,442:140
02:06.2,mousemove,where to choose emails,?,621:198
02:06.6,mousemove,other,?,530:131
02:07.7,mousemove,where to choose emails,?,501:139
02:07.8,click,Delete button,?,
02:08.1,click,Apple,P4,?
02:08.1,mousemove,where to read the email,?,685:243
02:22.5,click,Report Phish button,?,
02:22.5,mousemove,other,?,432:13:00
02:23.5,mousemove,where to choose emails,?,491:139
02:23.9,click,Dropbox,L3,?
02:24.7,mousemove,where to read the email,?,693:214
02:38.5,mousemove,other,?,462:03:00
02:39.5,click,Delete button,?,
02:39.5,mousemove,where to choose emails,?,481:158
02:40.0,click,Melita,L4,?
02:46.7,mousemove,where to read the email,?,664:508
