Time, Type, Target, EmailID, Extra
00:00.6,mousemove,where to read the email,?,791:250
00:00.9,mousemove,other,?,800:261
00:40.5,mousemove,where to choose emails,?,628:445
00:41.9,click,Mark Egi Bandolin,P1,?
00:42.5,mousemove,other,?,608:126
00:43.7,mousemove,where to choose emails,?,572:137
00:45.0,mousemove,where to read the email,?,668:299
01:05.4,mousemove,where to choose emails,?,652:178
01:06.8,mousemove,other,?,577:136
01:12.1,click,Delete button,?,
01:12.2,mousemove,where to choose emails,?,549:144
01:13.6,click,Scans,P2,?
01:24.6,mousemove,where to choose emails,?,641:272
01:24.7,mousemove,where to read the email,?,656:261
01:25.5,mousemove,where to read the email,?,655:264
01:30.6,mousemove,where to choose emails,?,649:162
01:31.5,mousemove,other,?,558:135
01:33.5,mousemove,where to choose emails,?,541:139
01:33.6,click,Report Phish button,?,
01:33.7,click,Google,L1,?
01:34.9,mousemove,where to read the email,?,663:170
01:44.4,mousemove,other,?,653:157
01:44.5,mousemove,where to choose emails,?,650:147
01:44.8,mousemove,other,?,645:133
01:45.3,click,Delete button,?,
01:45.7,click,Melita Ltd,P3,?
01:45.9,mousemove,where to choose emails,?,540:141
01:46.7,mousemove,where to read the email,?,668:210
01:49.4,mousemove,where to choose emails,?,651:162
01:49.7,mousemove,other,?,627:136
01:50.3,click,Report Phish button,?,
01:50.7,mousemove,where to choose emails,?,539:139
01:51.2,mousemove,other,?,550:136
01:51.3,mousemove,where to read the email,?,658:123
01:51.7,click,Microsoft OneDrive,L2,?
02:03.8,mousemove,where to choose emails,?,620:159
02:04.0,mousemove,other,?,582:126
02:04.8,click,Delete button,?,
02:05.3,mousemove,where to choose emails,?,503:138
02:05.4,mousemove,where to read the email,?,683:205
02:06.0,click,Apple,P4,?
02:07.8,mousemove,where to choose emails,?,644:152
02:08.2,mousemove,other,?,653:167
02:08.3,mousemove,where to read the email,?,668:171
02:17.6,mousemove,other,?,630:117
02:18.9,click,Delete button,?,
02:19.2,click,Dropbox,L3,?
02:19.5,mousemove,where to choose emails,?,522:150
02:20.2,mousemove,where to read the email,?,660:215
02:23.4,mousemove,other,?,654:127
02:27.7,mousemove,where to choose emails,?,491:139
02:27.7,click,Delete button,?,
02:28.1,click,Melita,L4,?
02:29.0,mousemove,where to read the email,?,659:224
02:31.2,mousemove,other,?,600:134
02:31.9,mousemove,where to choose emails,?,636:146
02:33.7,mousemove,where to read the email,?,718:115
02:41.1,mousemove,other,?,653:365
02:41.2,mousemove,where to choose emails,?,649:360
02:42.8,mousemove,where to read the email,?,660:183
02:45.1,mousemove,other,?,645:105
02:46.3,click,Delete button,?,
02:46.7,mousemove,where to choose emails,?,507:147
02:46.8,click,JIDESH GOVINDANKUTTY NAIR,P5,?
02:47.7,mousemove,other,?,653:203
02:47.9,mousemove,where to read the email,?,656:203
02:49.9,mousemove,other,?,704:87
02:50.9,click,Report Phish button,?,
02:51.4,mousemove,where to choose emails,?,576:141
02:51.6,click,Revolut,L5,?
02:51.6,mousemove,where to read the email,?,655:99
02:51.7,mousemove,other,?,646:105
02:52.1,mousemove,where to read the email,?,669:250
02:58.7,mousemove,where to choose emails,?,642:171
02:58.8,mousemove,where to read the email,?,675:166
02:59.2,mousemove,other,?,616:100
03:01.3,click,Commissioner for Revenue,P6,?
03:02.0,mousemove,where to choose emails,?,486:141
03:02.0,click,Delete button,?,
03:02.9,mousemove,where to read the email,?,675:193
03:30.0,mousemove,where to choose emails,?,651:199
03:31.0,mousemove,other,?,615:136
03:32.2,mousemove,where to choose emails,?,476:148
03:32.7,click,PayPal,L6,?
03:32.9,click,Delete button,?,
03:33.9,mousemove,where to read the email,?,659:237
03:34.1,mousemove,other,?,654:418
03:34.4,mousemove,where to choose emails,?,623:460
03:35.7,mousemove,where to read the email,?,659:557
03:47.1,mousemove,other,?,443:134
03:47.5,mousemove,where to choose emails,?,651:147
03:49.8,mousemove,where to choose emails,?,491:137
03:49.8,click,Delete button,?,
03:49.9,click,Karen Abela,P7,?
03:50.7,mousemove,where to read the email,?,669:213
04:09.3,mousemove,other,?,653:364
04:09.5,mousemove,where to choose emails,?,638:342
04:11.8,mousemove,other,?,472:122
04:18.0,mousemove,where to choose emails,?,609:138
04:18.1,mousemove,where to read the email,?,655:96
04:18.2,mousemove,other,?,650:101
04:18.5,click,Report Phish button,?,
